Z(2, 2; 2, 2): Max: 3; Mean: 3; Variance: 0; Size: 400; Time: 4.5254 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(5, 29; 2, 2): Max: 39; Mean: 37.625; Variance: 0.354375; Size: 400; Time: 59.1503 ms; Top5_Histogram_(relative_to_max): 2 8 138 242 10 ; iter: 1, 3, 6, 12;
Z(5, 30; 2, 2): Max: 40; Mean: 38.655; Variance: 0.945975; Size: 400; Time: 213.976 ms; Top5_Histogram_(relative_to_max): 0 46 144 112 98 ; iter: 1, 3, 6, 12;
Z(5, 31; 2, 2): Max: 41; Mean: 40.02; Variance: 0.0796; Size: 400; Time: 49.618 ms; Top5_Histogram_(relative_to_max): 0 0 12 368 20 ; iter: 1, 3, 6, 12;
Z(5, 32; 2, 2): Max: 42; Mean: 40.735; Variance: 0.284775; Size: 400; Time: 55.622 ms; Top5_Histogram_(relative_to_max): 0 6 106 276 12 ; iter: 1, 3, 6, 12;
Z(5, 33; 2, 2): Max: 43; Mean: 41.395; Variance: 0.768975; Size: 400; Time: 79.5707 ms; Top5_Histogram_(relative_to_max): 2 60 156 142 40 ; iter: 1, 3, 6, 12;
Z(5, 34; 2, 2): Max: 44; Mean: 42.795; Variance: 0.982975; Size: 400; Time: 165.425 ms; Top5_Histogram_(relative_to_max): 0 36 138 98 128 ; iter: 1, 3, 6, 12;
Z(5, 35; 2, 2): Max: 45; Mean: 44.02; Variance: 0.1196; Size: 400; Time: 61.5611 ms; Top5_Histogram_(relative_to_max): 0 0 20 352 28 ; iter: 1, 3, 6, 12;
Z(5, 36; 2, 2): Max: 46; Mean: 44.465; Variance: 0.438775; Size: 400; Time: 67.4499 ms; Top5_Histogram_(relative_to_max): 2 26 162 204 6 ; iter: 1, 3, 6, 12;
Z(5, 37; 2, 2): Max: 47; Mean: 45.755; Variance: 0.654975; Size: 400; Time: 120.031 ms; Top5_Histogram_(relative_to_max): 0 14 150 156 80 ; iter: 1, 3, 6, 12;
Z(5, 38; 2, 2): Max: 48; Mean: 47.545; Variance: 0.637975; Size: 400; Time: 206.125 ms; Top5_Histogram_(relative_to_max): 0 8 54 50 288 ; iter: 1, 3, 6, 12;
Z(5, 39; 2, 2): Max: 49; Mean: 47.79; Variance: 0.1859; Size: 400; Time: 66.7156 ms; Top5_Histogram_(relative_to_max): 0 0 88 308 4 ; iter: 1, 3, 6, 12;
Z(5, 40; 2, 2): Max: 50; Mean: 48.65; Variance: 0.8875; Size: 400; Time: 297.044 ms; Top5_Histogram_(relative_to_max): 0 54 110 158 78 ; iter: 1, 3, 6, 12;
Z(6, 6; 2, 2): Max: 16; Mean: 16; Variance: 0; Size: 400; Time: 9.3279 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(6, 7; 2, 2): Max: 18; Mean: 17.525; Variance: 0.259375; Size: 400; Time: 14.4166 ms; Top5_Histogram_(relative_to_max): 0 0 2 186 212 ; iter: 1, 3, 6, 12;
Z(6, 8; 2, 2): Max: 19; Mean: 19; Variance: 0; Size: 400; Time: 10.9259 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(6, 9; 2, 2): Max: 21; Mean: 21; Variance: 0; Size: 400; Time: 13.6133 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(6, 10; 2, 2): Max: 22; Mean: 22; Variance: 0; Size: 400; Time: 15.6617 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(6, 11; 2, 2): Max: 24; Mean: 24; Variance: 0; Size: 400; Time: 20.1774 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(6, 12; 2, 2): Max: 25; Mean: 25; Variance: 0; Size: 400; Time: 18.0442 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(6, 13; 2, 2): Max: 27; Mean: 26.965; Variance: 0.033775; Size: 400; Time: 21.4982 ms; Top5_Histogram_(relative_to_max): 0 0 0 14 386 ; iter: 1, 3, 6, 12;
Z(6, 14; 2, 2): Max: 28; Mean: 27.33; Variance: 0.2211; Size: 400; Time: 25.1078 ms; Top5_Histogram_(relative_to_max): 0 0 0 268 132 ; iter: 1, 3, 6, 12;
Z(6, 15; 2, 2): Max: 30; Mean: 29.085; Variance: 0.297775; Size: 400; Time: 32.7779 ms; Top5_Histogram_(relative_to_max): 0 0 44 278 78 ; iter: 1, 3, 6, 12;
Z(6, 16; 2, 2): Max: 30; Mean: 29.155; Variance: 0.130975; Size: 400; Time: 25.8379 ms; Top5_Histogram_(relative_to_max): 0 0 0 338 62 ; iter: 1, 3, 6, 12;
Z(6, 17; 2, 2): Max: 32; Mean: 31.17; Variance: 0.1411; Size: 400; Time: 30.3514 ms; Top5_Histogram_(relative_to_max): 0 0 0 332 68 ; iter: 1, 3, 6, 12;
Z(6, 18; 2, 2): Max: 33; Mean: 32.085; Variance: 0.087775; Size: 400; Time: 34.4488 ms; Top5_Histogram_(relative_to_max): 0 0 2 362 36 ; iter: 1, 3, 6, 12;
Z(6, 19; 2, 2): Max: 34; Mean: 33.57; Variance: 0.2451; Size: 400; Time: 42.2442 ms; Top5_Histogram_(relative_to_max): 0 0 0 172 228 ; iter: 1, 3, 6, 12;
Z(6, 20; 2, 2): Max: 34; Mean: 34; Variance: 0; Size: 400; Time: 34.8522 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(6, 21; 2, 2): Max: 36; Mean: 35.005; Variance: 0.004975; Size: 400; Time: 38.8323 ms; Top5_Histogram_(relative_to_max): 0 0 0 398 2 ; iter: 1, 3, 6, 12;
Z(6, 22; 2, 2): Max: 37; Mean: 36.23; Variance: 0.1771; Size: 400; Time: 45.6953 ms; Top5_Histogram_(relative_to_max): 0 0 0 308 92 ; iter: 1, 3, 6, 12;
Z(6, 23; 2, 2): Max: 38; Mean: 37.045; Variance: 0.042975; Size: 400; Time: 53.2717 ms; Top5_Histogram_(relative_to_max): 0 0 0 382 18 ; iter: 1, 3, 6, 12;
Z(6, 24; 2, 2): Max: 38; Mean: 38; Variance: 0; Size: 400; Time: 43.1635 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(6, 25; 2, 2): Max: 39; Mean: 39; Variance: 0; Size: 400; Time: 47.6487 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(6, 26; 2, 2): Max: 41; Mean: 40.095; Variance: 0.085975; Size: 400; Time: 54.8967 ms; Top5_Histogram_(relative_to_max): 0 0 0 362 38 ; iter: 1, 3, 6, 12;
Z(6, 27; 2, 2): Max: 42; Mean: 41.255; Variance: 0.429975; Size: 400; Time: 64.9804 ms; Top5_Histogram_(relative_to_max): 0 0 48 202 150 ; iter: 1, 3, 6, 12;
Z(6, 28; 2, 2): Max: 42; Mean: 42; Variance: 0; Size: 400; Time: 51.6244 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(6, 29; 2, 2): Max: 43; Mean: 43; Variance: 0; Size: 400; Time: 62.8417 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(6, 30; 2, 2): Max: 44; Mean: 44; Variance: 0; Size: 400; Time: 69.7674 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(6, 31; 2, 2): Max: 45; Mean: 42.555; Variance: 0.646975; Size: 400; Time: 106.426 ms; Top5_Histogram_(relative_to_max): 10 190 146 46 2 ; iter: 1, 3, 6, 12;
Z(6, 32; 2, 2): Max: 46; Mean: 45.02; Variance: 0.1296; Size: 400; Time: 62.5549 ms; Top5_Histogram_(relative_to_max): 0 0 22 348 30 ; iter: 1, 3, 6, 12;
Z(6, 33; 2, 2): Max: 48; Mean: 46.97; Variance: 0.1091; Size: 400; Time: 75.3613 ms; Top5_Histogram_(relative_to_max): 0 0 28 356 16 ; iter: 1, 3, 6, 12;
Z(6, 34; 2, 2): Max: 49; Mean: 47.75; Variance: 0.3875; Size: 400; Time: 86.6589 ms; Top5_Histogram_(relative_to_max): 6 10 74 298 12 ; iter: 1, 3, 6, 12;
Z(6, 35; 2, 2): Max: 50; Mean: 48.055; Variance: 1.28198; Size: 400; Time: 100.421 ms; Top5_Histogram_(relative_to_max): 46 64 96 186 4 ; iter: 1, 3, 6, 12;
Z(6, 36; 2, 2): Max: 50; Mean: 49.975; Variance: 0.024375; Size: 400; Time: 82.4647 ms; Top5_Histogram_(relative_to_max): 0 0 0 10 390 ; iter: 1, 3, 6, 12;
Z(6, 37; 2, 2): Max: 52; Mean: 50.925; Variance: 0.079375; Size: 400; Time: 90.0214 ms; Top5_Histogram_(relative_to_max): 0 0 32 366 2 ; iter: 1, 3, 6, 12;
Z(6, 38; 2, 2): Max: 53; Mean: 51.815; Variance: 0.260775; Size: 400; Time: 100.764 ms; Top5_Histogram_(relative_to_max): 4 6 54 332 4 ; iter: 1, 3, 6, 12;
Z(6, 39; 2, 2): Max: 54; Mean: 50.45; Variance: 0.8075; Size: 400; Time: 223.094 ms; Top5_Histogram_(relative_to_max): 254 94 26 0 12 ; iter: 1, 3, 6, 12;
Z(6, 40; 2, 2): Max: 55; Mean: 53.985; Variance: 0.024775; Size: 400; Time: 98.0386 ms; Top5_Histogram_(relative_to_max): 0 0 8 390 2 ; iter: 1, 3, 6, 12;
Z(7, 7; 2, 2): Max: 21; Mean: 21; Variance: 0; Size: 400; Time: 11.26 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(7, 8; 2, 2): Max: 22; Mean: 21.16; Variance: 0.1844; Size: 400; Time: 15.3254 ms; Top5_Histogram_(relative_to_max): 0 0 10 316 74 ; iter: 1, 3, 6, 12;
Z(7, 9; 2, 2): Max: 24; Mean: 24; Variance: 0; Size: 400; Time: 18.3735 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(7, 10; 2, 2): Max: 25; Mean: 24.095; Variance: 0.095975; Size: 400; Time: 15.9557 ms; Top5_Histogram_(relative_to_max): 0 0 2 358 40 ; iter: 1, 3, 6, 12;
Z(7, 11; 2, 2): Max: 27; Mean: 27; Variance: 0; Size: 400; Time: 18.6589 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(7, 12; 2, 2): Max: 28; Mean: 28; Variance: 0; Size: 400; Time: 23.1855 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(7, 13; 2, 2): Max: 30; Mean: 30; Variance: 0; Size: 400; Time: 28.7427 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(7, 14; 2, 2): Max: 31; Mean: 31; Variance: 0; Size: 400; Time: 24.644 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(7, 15; 2, 2): Max: 33; Mean: 33; Variance: 0; Size: 400; Time: 29.3303 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(7, 16; 2, 2): Max: 34; Mean: 34; Variance: 0; Size: 400; Time: 33.7314 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(7, 17; 2, 2): Max: 36; Mean: 36; Variance: 0; Size: 400; Time: 41.0454 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(7, 18; 2, 2): Max: 37; Mean: 37; Variance: 0; Size: 400; Time: 35.9751 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(7, 19; 2, 2): Max: 39; Mean: 38.055; Variance: 0.061975; Size: 400; Time: 40.6162 ms; Top5_Histogram_(relative_to_max): 0 0 2 374 24 ; iter: 1, 3, 6, 12;
Z(7, 20; 2, 2): Max: 40; Mean: 39.955; Variance: 0.042975; Size: 400; Time: 45.3796 ms; Top5_Histogram_(relative_to_max): 0 0 0 18 382 ; iter: 1, 3, 6, 12;
Z(7, 21; 2, 2): Max: 42; Mean: 41.07; Variance: 0.1451; Size: 400; Time: 56.7737 ms; Top5_Histogram_(relative_to_max): 0 0 16 340 44 ; iter: 1, 3, 6, 12;
Z(7, 22; 2, 2): Max: 42; Mean: 41.96; Variance: 0.0384; Size: 400; Time: 47.6888 ms; Top5_Histogram_(relative_to_max): 0 0 0 16 384 ; iter: 1, 3, 6, 12;
Z(7, 23; 2, 2): Max: 43; Mean: 42.15; Variance: 0.1275; Size: 400; Time: 51.9729 ms; Top5_Histogram_(relative_to_max): 0 0 0 340 60 ; iter: 1, 3, 6, 12;
Z(7, 24; 2, 2): Max: 45; Mean: 44.475; Variance: 0.249375; Size: 400; Time: 60.5294 ms; Top5_Histogram_(relative_to_max): 0 0 0 210 190 ; iter: 1, 3, 6, 12;
Z(7, 25; 2, 2): Max: 46; Mean: 45.675; Variance: 0.219375; Size: 400; Time: 71.6951 ms; Top5_Histogram_(relative_to_max): 0 0 0 130 270 ; iter: 1, 3, 6, 12;
Z(7, 26; 2, 2): Max: 46; Mean: 46; Variance: 0; Size: 400; Time: 59.7785 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(7, 27; 2, 2): Max: 48; Mean: 47.005; Variance: 0.004975; Size: 400; Time: 66.086 ms; Top5_Histogram_(relative_to_max): 0 0 0 398 2 ; iter: 1, 3, 6, 12;
Z(7, 28; 2, 2): Max: 49; Mean: 48.645; Variance: 0.228975; Size: 400; Time: 73.8458 ms; Top5_Histogram_(relative_to_max): 0 0 0 142 258 ; iter: 1, 3, 6, 12;
Z(7, 29; 2, 2): Max: 50; Mean: 49.815; Variance: 0.150775; Size: 400; Time: 86.5875 ms; Top5_Histogram_(relative_to_max): 0 0 0 74 326 ; iter: 1, 3, 6, 12;
Z(7, 30; 2, 2): Max: 51; Mean: 50.165; Variance: 0.137775; Size: 400; Time: 73.1519 ms; Top5_Histogram_(relative_to_max): 0 0 0 334 66 ; iter: 1, 3, 6, 12;
Z(7, 31; 2, 2): Max: 52; Mean: 52; Variance: 0; Size: 400; Time: 81.1166 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(7, 32; 2, 2): Max: 53; Mean: 53; Variance: 0; Size: 400; Time: 90.1085 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(7, 33; 2, 2): Max: 54; Mean: 53.145; Variance: 0.353975; Size: 400; Time: 104.688 ms; Top5_Histogram_(relative_to_max): 0 0 46 250 104 ; iter: 1, 3, 6, 12;
Z(7, 34; 2, 2): Max: 55; Mean: 54.06; Variance: 0.0564; Size: 400; Time: 91.4907 ms; Top5_Histogram_(relative_to_max): 0 0 0 376 24 ; iter: 1, 3, 6, 12;
Z(7, 35; 2, 2): Max: 56; Mean: 55.175; Variance: 0.144375; Size: 400; Time: 101.433 ms; Top5_Histogram_(relative_to_max): 0 0 0 330 70 ; iter: 1, 3, 6, 12;
Z(7, 36; 2, 2): Max: 57; Mean: 57; Variance: 0; Size: 400; Time: 106.895 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(7, 37; 2, 2): Max: 58; Mean: 57.195; Variance: 0.156975; Size: 400; Time: 122.844 ms; Top5_Histogram_(relative_to_max): 0 0 0 322 78 ; iter: 1, 3, 6, 12;
Z(7, 38; 2, 2): Max: 58; Mean: 58; Variance: 0; Size: 400; Time: 106.703 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(7, 39; 2, 2): Max: 60; Mean: 59.18; Variance: 0.1476; Size: 400; Time: 119.417 ms; Top5_Histogram_(relative_to_max): 0 0 0 328 72 ; iter: 1, 3, 6, 12;
Z(7, 40; 2, 2): Max: 61; Mean: 59.405; Variance: 0.280975; Size: 400; Time: 128.335 ms; Top5_Histogram_(relative_to_max): 0 0 246 146 8 ; iter: 1, 3, 6, 12;
Z(8, 8; 2, 2): Max: 24; Mean: 23.99; Variance: 0.0099; Size: 400; Time: 20.5862 ms; Top5_Histogram_(relative_to_max): 0 0 0 4 396 ; iter: 1, 3, 6, 12;
Z(8, 9; 2, 2): Max: 26; Mean: 25.965; Variance: 0.033775; Size: 400; Time: 16.0481 ms; Top5_Histogram_(relative_to_max): 0 0 0 14 386 ; iter: 1, 3, 6, 12;
Z(8, 10; 2, 2): Max: 28; Mean: 27.985; Variance: 0.014775; Size: 400; Time: 19.7836 ms; Top5_Histogram_(relative_to_max): 0 0 0 6 394 ; iter: 1, 3, 6, 12;
Z(8, 11; 2, 2): Max: 30; Mean: 30; Variance: 0; Size: 400; Time: 22.6769 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(8, 12; 2, 2): Max: 32; Mean: 30.875; Variance: 0.139375; Size: 400; Time: 33.1964 ms; Top5_Histogram_(relative_to_max): 0 0 56 338 6 ; iter: 1, 3, 6, 12;
Z(8, 13; 2, 2): Max: 33; Mean: 33; Variance: 0; Size: 400; Time: 25.4937 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(8, 14; 2, 2): Max: 35; Mean: 34.035; Variance: 0.113775; Size: 400; Time: 30.3934 ms; Top5_Histogram_(relative_to_max): 0 0 16 354 30 ; iter: 1, 3, 6, 12;
Z(8, 15; 2, 2): Max: 36; Mean: 36; Variance: 0; Size: 400; Time: 35.7503 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(8, 16; 2, 2): Max: 38; Mean: 37.21; Variance: 0.2359; Size: 400; Time: 47.4174 ms; Top5_Histogram_(relative_to_max): 0 0 14 288 98 ; iter: 1, 3, 6, 12;
Z(8, 17; 2, 2): Max: 39; Mean: 39; Variance: 0; Size: 400; Time: 37.2354 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(8, 18; 2, 2): Max: 41; Mean: 41; Variance: 0; Size: 400; Time: 42.6639 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(8, 19; 2, 2): Max: 42; Mean: 42; Variance: 0; Size: 400; Time: 49.5656 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(8, 20; 2, 2): Max: 44; Mean: 44; Variance: 0; Size: 400; Time: 58.5401 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(8, 21; 2, 2): Max: 45; Mean: 45; Variance: 0; Size: 400; Time: 50.7621 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(8, 22; 2, 2): Max: 47; Mean: 47; Variance: 0; Size: 400; Time: 55.9655 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(8, 23; 2, 2): Max: 48; Mean: 48; Variance: 0; Size: 400; Time: 64.4391 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(8, 24; 2, 2): Max: 50; Mean: 49.2; Variance: 0.19; Size: 400; Time: 80.5079 ms; Top5_Histogram_(relative_to_max): 0 0 6 308 86 ; iter: 1, 3, 6, 12;
Z(8, 25; 2, 2): Max: 51; Mean: 50.995; Variance: 0.004975; Size: 400; Time: 66.5697 ms; Top5_Histogram_(relative_to_max): 0 0 0 2 398 ; iter: 1, 3, 6, 12;
Z(8, 26; 2, 2): Max: 52; Mean: 51.985; Variance: 0.014775; Size: 400; Time: 72.9992 ms; Top5_Histogram_(relative_to_max): 0 0 0 6 394 ; iter: 1, 3, 6, 12;
Z(8, 27; 2, 2): Max: 54; Mean: 53.725; Variance: 0.199375; Size: 400; Time: 83.5759 ms; Top5_Histogram_(relative_to_max): 0 0 0 110 290 ; iter: 1, 3, 6, 12;
Z(8, 28; 2, 2): Max: 56; Mean: 54.505; Variance: 0.289975; Size: 400; Time: 100.073 ms; Top5_Histogram_(relative_to_max): 0 4 194 198 4 ; iter: 1, 3, 6, 12;
Z(8, 29; 2, 2): Max: 56; Mean: 55.82; Variance: 0.1476; Size: 400; Time: 84.744 ms; Top5_Histogram_(relative_to_max): 0 0 0 72 328 ; iter: 1, 3, 6, 12;
Z(8, 30; 2, 2): Max: 58; Mean: 56.385; Variance: 0.266775; Size: 400; Time: 91.7733 ms; Top5_Histogram_(relative_to_max): 0 0 252 142 6 ; iter: 1, 3, 6, 12;
Z(8, 31; 2, 2): Max: 59; Mean: 57.975; Variance: 0.034375; Size: 400; Time: 100.945 ms; Top5_Histogram_(relative_to_max): 0 0 12 386 2 ; iter: 1, 3, 6, 12;
Z(8, 32; 2, 2): Max: 60; Mean: 59.33; Variance: 0.2511; Size: 400; Time: 117.98 ms; Top5_Histogram_(relative_to_max): 0 0 6 256 138 ; iter: 1, 3, 6, 12;
Z(8, 33; 2, 2): Max: 61; Mean: 60.03; Variance: 0.0291; Size: 400; Time: 105.247 ms; Top5_Histogram_(relative_to_max): 0 0 0 388 12 ; iter: 1, 3, 6, 12;
Z(8, 34; 2, 2): Max: 62; Mean: 60.295; Variance: 0.247975; Size: 400; Time: 110.413 ms; Top5_Histogram_(relative_to_max): 0 2 284 108 6 ; iter: 1, 3, 6, 12;
Z(8, 35; 2, 2): Max: 63; Mean: 61.54; Variance: 0.3184; Size: 400; Time: 124.315 ms; Top5_Histogram_(relative_to_max): 0 0 198 188 14 ; iter: 1, 3, 6, 12;
Z(8, 36; 2, 2): Max: 64; Mean: 63.42; Variance: 0.2436; Size: 400; Time: 139.067 ms; Top5_Histogram_(relative_to_max): 0 0 0 232 168 ; iter: 1, 3, 6, 12;
Z(8, 37; 2, 2): Max: 64; Mean: 63.08; Variance: 0.0736; Size: 400; Time: 122.808 ms; Top5_Histogram_(relative_to_max): 0 0 0 368 32 ; iter: 1, 3, 6, 12;
Z(8, 38; 2, 2): Max: 66; Mean: 65.27; Variance: 0.1971; Size: 400; Time: 131.78 ms; Top5_Histogram_(relative_to_max): 0 0 0 292 108 ; iter: 1, 3, 6, 12;
Z(8, 39; 2, 2): Max: 67; Mean: 66.04; Variance: 0.0484; Size: 400; Time: 145.352 ms; Top5_Histogram_(relative_to_max): 0 0 2 380 18 ; iter: 1, 3, 6, 12;
Z(8, 40; 2, 2): Max: 67; Mean: 66.405; Variance: 0.240975; Size: 400; Time: 164.892 ms; Top5_Histogram_(relative_to_max): 0 0 0 238 162 ; iter: 1, 3, 6, 12;
Z(9, 9; 2, 2): Max: 29; Mean: 28; Variance: 0.15; Size: 400; Time: 17.7027 ms; Top5_Histogram_(relative_to_max): 0 0 30 340 30 ; iter: 1, 3, 6, 12;
Z(9, 10; 2, 2): Max: 31; Mean: 30.065; Variance: 0.120775; Size: 400; Time: 22.1396 ms; Top5_Histogram_(relative_to_max): 0 0 12 350 38 ; iter: 1, 3, 6, 12;
Z(9, 11; 2, 2): Max: 33; Mean: 31.96; Variance: 0.3884; Size: 400; Time: 27.6991 ms; Top5_Histogram_(relative_to_max): 0 2 80 250 68 ; iter: 1, 3, 6, 12;
Z(9, 12; 2, 2): Max: 36; Mean: 36; Variance: 0; Size: 400; Time: 35.1155 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(9, 13; 2, 2): Max: 37; Mean: 35.995; Variance: 0.024975; Size: 400; Time: 29.191 ms; Top5_Histogram_(relative_to_max): 0 0 6 390 4 ; iter: 1, 3, 6, 12;
Z(9, 14; 2, 2): Max: 39; Mean: 39; Variance: 0; Size: 400; Time: 33.8878 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(9, 15; 2, 2): Max: 40; Mean: 38.835; Variance: 0.167775; Size: 400; Time: 43.2566 ms; Top5_Histogram_(relative_to_max): 0 4 60 334 2 ; iter: 1, 3, 6, 12;
Z(9, 16; 2, 2): Max: 42; Mean: 41.995; Variance: 0.004975; Size: 400; Time: 49.4983 ms; Top5_Histogram_(relative_to_max): 0 0 0 2 398 ; iter: 1, 3, 6, 12;
Z(9, 17; 2, 2): Max: 43; Mean: 42.01; Variance: 0.0299; Size: 400; Time: 42.1787 ms; Top5_Histogram_(relative_to_max): 0 0 4 388 8 ; iter: 1, 3, 6, 12;
Z(9, 18; 2, 2): Max: 45; Mean: 44.995; Variance: 0.004975; Size: 400; Time: 48.2396 ms; Top5_Histogram_(relative_to_max): 0 0 0 2 398 ; iter: 1, 3, 6, 12;
Z(9, 19; 2, 2): Max: 46; Mean: 45.1; Variance: 0.19; Size: 400; Time: 57.8551 ms; Top5_Histogram_(relative_to_max): 0 0 20 320 60 ; iter: 1, 3, 6, 12;
Z(9, 20; 2, 2): Max: 48; Mean: 48; Variance: 0; Size: 400; Time: 66.003 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(9, 21; 2, 2): Max: 49; Mean: 48.035; Variance: 0.053775; Size: 400; Time: 57.4174 ms; Top5_Histogram_(relative_to_max): 0 0 4 378 18 ; iter: 1, 3, 6, 12;
Z(9, 22; 2, 2): Max: 51; Mean: 51; Variance: 0; Size: 400; Time: 63.3102 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(9, 23; 2, 2): Max: 52; Mean: 52; Variance: 0; Size: 400; Time: 70.8094 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(9, 24; 2, 2): Max: 54; Mean: 54; Variance: 0; Size: 400; Time: 84.8911 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(9, 25; 2, 2): Max: 55; Mean: 55; Variance: 0; Size: 400; Time: 74.3406 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(9, 26; 2, 2): Max: 57; Mean: 56.155; Variance: 0.190975; Size: 400; Time: 82.1766 ms; Top5_Histogram_(relative_to_max): 0 0 12 314 74 ; iter: 1, 3, 6, 12;
Z(9, 27; 2, 2): Max: 58; Mean: 58; Variance: 0; Size: 400; Time: 92.424 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(9, 28; 2, 2): Max: 60; Mean: 60; Variance: 0; Size: 400; Time: 107.739 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(9, 29; 2, 2): Max: 61; Mean: 61; Variance: 0; Size: 400; Time: 95.187 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(9, 30; 2, 2): Max: 63; Mean: 63; Variance: 0; Size: 400; Time: 103.232 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(9, 31; 2, 2): Max: 64; Mean: 64; Variance: 0; Size: 400; Time: 113.442 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
