Z(2, 2; 2, 2): Max: 3; Mean: 3; Variance: 0; Size: 400; Time: 5.9033 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(9, 32; 2, 2): Max: 66; Mean: 65.055; Variance: 0.121975; Size: 400; Time: 136.583 ms; Top5_Histogram_(relative_to_max): 0 0 14 350 36 ; iter: 1, 3, 6, 12;
Z(9, 33; 2, 2): Max: 67; Mean: 66.045; Variance: 0.052975; Size: 400; Time: 115.487 ms; Top5_Histogram_(relative_to_max): 0 0 2 378 20 ; iter: 1, 3, 6, 12;
Z(9, 34; 2, 2): Max: 69; Mean: 67.96; Variance: 0.0684; Size: 400; Time: 128.014 ms; Top5_Histogram_(relative_to_max): 0 0 22 372 6 ; iter: 1, 3, 6, 12;
Z(9, 35; 2, 2): Max: 70; Mean: 68.975; Variance: 0.054375; Size: 400; Time: 142.548 ms; Top5_Histogram_(relative_to_max): 0 0 16 378 6 ; iter: 1, 3, 6, 12;
Z(9, 36; 2, 2): Max: 71; Mean: 70.53; Variance: 0.2891; Size: 400; Time: 166.271 ms; Top5_Histogram_(relative_to_max): 0 0 8 172 220 ; iter: 1, 3, 6, 12;
Z(9, 37; 2, 2): Max: 72; Mean: 71.08; Variance: 0.0736; Size: 400; Time: 140.399 ms; Top5_Histogram_(relative_to_max): 0 0 0 368 32 ; iter: 1, 3, 6, 12;
Z(9, 38; 2, 2): Max: 74; Mean: 72.05; Variance: 0.0775; Size: 400; Time: 153.107 ms; Top5_Histogram_(relative_to_max): 0 4 374 20 2 ; iter: 1, 3, 6, 12;
Z(9, 39; 2, 2): Max: 75; Mean: 73.465; Variance: 0.348775; Size: 400; Time: 168.348 ms; Top5_Histogram_(relative_to_max): 0 4 222 158 16 ; iter: 1, 3, 6, 12;
Z(9, 40; 2, 2): Max: 76; Mean: 74.275; Variance: 0.269375; Size: 400; Time: 192.779 ms; Top5_Histogram_(relative_to_max): 0 8 280 106 6 ; iter: 1, 3, 6, 12;
Z(10, 10; 2, 2): Max: 34; Mean: 34; Variance: 0; Size: 400; Time: 24.2539 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(10, 11; 2, 2): Max: 36; Mean: 36; Variance: 0; Size: 400; Time: 31.4965 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(10, 12; 2, 2): Max: 39; Mean: 39; Variance: 0; Size: 400; Time: 36.2966 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(10, 13; 2, 2): Max: 40; Mean: 39.885; Variance: 0.131775; Size: 400; Time: 47.1257 ms; Top5_Histogram_(relative_to_max): 0 0 6 34 360 ; iter: 1, 3, 6, 12;
Z(10, 14; 2, 2): Max: 42; Mean: 41.975; Variance: 0.024375; Size: 400; Time: 37.7046 ms; Top5_Histogram_(relative_to_max): 0 0 0 10 390 ; iter: 1, 3, 6, 12;
Z(10, 15; 2, 2): Max: 44; Mean: 43.99; Variance: 0.0099; Size: 400; Time: 44.5592 ms; Top5_Histogram_(relative_to_max): 0 0 0 4 396 ; iter: 1, 3, 6, 12;
Z(10, 16; 2, 2): Max: 46; Mean: 44.895; Variance: 0.103975; Size: 400; Time: 51.8931 ms; Top5_Histogram_(relative_to_max): 0 0 44 354 2 ; iter: 1, 3, 6, 12;
Z(10, 17; 2, 2): Max: 47; Mean: 46.795; Variance: 0.242975; Size: 400; Time: 64.0996 ms; Top5_Histogram_(relative_to_max): 0 2 10 56 332 ; iter: 1, 3, 6, 12;
Z(10, 18; 2, 2): Max: 49; Mean: 48.99; Variance: 0.0099; Size: 400; Time: 52.361 ms; Top5_Histogram_(relative_to_max): 0 0 0 4 396 ; iter: 1, 3, 6, 12;
Z(10, 19; 2, 2): Max: 50; Mean: 49.96; Variance: 0.0384; Size: 400; Time: 59.5285 ms; Top5_Histogram_(relative_to_max): 0 0 0 16 384 ; iter: 1, 3, 6, 12;
Z(10, 20; 2, 2): Max: 52; Mean: 51.98; Variance: 0.0196; Size: 400; Time: 66.7856 ms; Top5_Histogram_(relative_to_max): 0 0 0 8 392 ; iter: 1, 3, 6, 12;
Z(10, 21; 2, 2): Max: 53; Mean: 52.78; Variance: 0.1816; Size: 400; Time: 84.5808 ms; Top5_Histogram_(relative_to_max): 0 0 2 84 314 ; iter: 1, 3, 6, 12;
Z(10, 22; 2, 2): Max: 55; Mean: 55; Variance: 0; Size: 400; Time: 69.9402 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(10, 23; 2, 2): Max: 57; Mean: 55.915; Variance: 0.087775; Size: 400; Time: 78.0734 ms; Top5_Histogram_(relative_to_max): 0 0 36 362 2 ; iter: 1, 3, 6, 12;
Z(10, 24; 2, 2): Max: 58; Mean: 58; Variance: 0; Size: 400; Time: 87.7235 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(10, 25; 2, 2): Max: 60; Mean: 59.055; Variance: 0.251975; Size: 400; Time: 107.672 ms; Top5_Histogram_(relative_to_max): 0 2 34 304 60 ; iter: 1, 3, 6, 12;
Z(10, 26; 2, 2): Max: 61; Mean: 61; Variance: 0; Size: 400; Time: 89.6925 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(10, 27; 2, 2): Max: 63; Mean: 62; Variance: 0.04; Size: 400; Time: 97.9704 ms; Top5_Histogram_(relative_to_max): 0 0 8 384 8 ; iter: 1, 3, 6, 12;
Z(10, 28; 2, 2): Max: 64; Mean: 64; Variance: 0; Size: 400; Time: 108.764 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(10, 29; 2, 2): Max: 66; Mean: 65.075; Variance: 0.169375; Size: 400; Time: 130.681 ms; Top5_Histogram_(relative_to_max): 0 0 20 330 50 ; iter: 1, 3, 6, 12;
Z(10, 30; 2, 2): Max: 67; Mean: 67; Variance: 0; Size: 400; Time: 111.498 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(10, 31; 2, 2): Max: 69; Mean: 69; Variance: 0; Size: 400; Time: 121.93 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(10, 32; 2, 2): Max: 70; Mean: 70; Variance: 0; Size: 400; Time: 133.682 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(10, 33; 2, 2): Max: 72; Mean: 72; Variance: 0; Size: 400; Time: 153.061 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(10, 34; 2, 2): Max: 73; Mean: 73; Variance: 0; Size: 400; Time: 136.191 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(10, 35; 2, 2): Max: 75; Mean: 75; Variance: 0; Size: 400; Time: 149.404 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(10, 36; 2, 2): Max: 76; Mean: 76; Variance: 0; Size: 400; Time: 161.621 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(10, 37; 2, 2): Max: 78; Mean: 78; Variance: 0; Size: 400; Time: 184.893 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(10, 38; 2, 2): Max: 79; Mean: 79; Variance: 0; Size: 400; Time: 165.905 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(10, 39; 2, 2): Max: 81; Mean: 80.045; Variance: 0.062975; Size: 400; Time: 178.939 ms; Top5_Histogram_(relative_to_max): 0 0 4 374 22 ; iter: 1, 3, 6, 12;
Z(10, 40; 2, 2): Max: 82; Mean: 82; Variance: 0; Size: 400; Time: 197.614 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(11, 11; 2, 2): Max: 39; Mean: 38.995; Variance: 0.004975; Size: 400; Time: 40.8885 ms; Top5_Histogram_(relative_to_max): 0 0 0 2 398 ; iter: 1, 3, 6, 12;
Z(11, 12; 2, 2): Max: 42; Mean: 42; Variance: 0; Size: 400; Time: 33.4889 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(11, 13; 2, 2): Max: 44; Mean: 43.03; Variance: 0.0291; Size: 400; Time: 40.4144 ms; Top5_Histogram_(relative_to_max): 0 0 0 388 12 ; iter: 1, 3, 6, 12;
Z(11, 14; 2, 2): Max: 45; Mean: 44.935; Variance: 0.060775; Size: 400; Time: 46.5132 ms; Top5_Histogram_(relative_to_max): 0 0 0 26 374 ; iter: 1, 3, 6, 12;
Z(11, 15; 2, 2): Max: 47; Mean: 46.9; Variance: 0.11; Size: 400; Time: 60.0699 ms; Top5_Histogram_(relative_to_max): 0 0 4 32 364 ; iter: 1, 3, 6, 12;
Z(11, 16; 2, 2): Max: 50; Mean: 50; Variance: 0; Size: 400; Time: 50.1585 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(11, 17; 2, 2): Max: 51; Mean: 50.985; Variance: 0.014775; Size: 400; Time: 57.0707 ms; Top5_Histogram_(relative_to_max): 0 0 0 6 394 ; iter: 1, 3, 6, 12;
Z(11, 18; 2, 2): Max: 53; Mean: 51.64; Variance: 0.3004; Size: 400; Time: 68.0041 ms; Top5_Histogram_(relative_to_max): 0 8 134 252 6 ; iter: 1, 3, 6, 12;
Z(11, 19; 2, 2): Max: 55; Mean: 54.795; Variance: 0.242975; Size: 400; Time: 82.836 ms; Top5_Histogram_(relative_to_max): 0 2 10 56 332 ; iter: 1, 3, 6, 12;
Z(11, 20; 2, 2): Max: 56; Mean: 54.92; Variance: 0.0836; Size: 400; Time: 68.3734 ms; Top5_Histogram_(relative_to_max): 0 0 34 364 2 ; iter: 1, 3, 6, 12;
Z(11, 21; 2, 2): Max: 58; Mean: 57.96; Variance: 0.0384; Size: 400; Time: 79.8793 ms; Top5_Histogram_(relative_to_max): 0 0 0 16 384 ; iter: 1, 3, 6, 12;
Z(11, 22; 2, 2): Max: 59; Mean: 58.715; Variance: 0.263775; Size: 400; Time: 86.605 ms; Top5_Histogram_(relative_to_max): 0 0 12 90 298 ; iter: 1, 3, 6, 12;
Z(11, 23; 2, 2): Max: 62; Mean: 61.96; Variance: 0.0384; Size: 400; Time: 102.106 ms; Top5_Histogram_(relative_to_max): 0 0 0 16 384 ; iter: 1, 3, 6, 12;
Z(11, 24; 2, 2): Max: 62; Mean: 61.965; Variance: 0.033775; Size: 400; Time: 88.1444 ms; Top5_Histogram_(relative_to_max): 0 0 0 14 386 ; iter: 1, 3, 6, 12;
Z(11, 25; 2, 2): Max: 65; Mean: 65; Variance: 0; Size: 400; Time: 100.143 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(11, 26; 2, 2): Max: 66; Mean: 64.97; Variance: 0.1291; Size: 400; Time: 110.674 ms; Top5_Histogram_(relative_to_max): 0 0 32 348 20 ; iter: 1, 3, 6, 12;
Z(11, 27; 2, 2): Max: 68; Mean: 68; Variance: 0; Size: 400; Time: 127.901 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(11, 28; 2, 2): Max: 69; Mean: 67.99; Variance: 0.0199; Size: 400; Time: 111.346 ms; Top5_Histogram_(relative_to_max): 0 0 6 392 2 ; iter: 1, 3, 6, 12;
Z(11, 29; 2, 2): Max: 71; Mean: 71; Variance: 0; Size: 400; Time: 121.482 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(11, 30; 2, 2): Max: 72; Mean: 70.965; Variance: 0.113775; Size: 400; Time: 135.98 ms; Top5_Histogram_(relative_to_max): 0 0 30 354 16 ; iter: 1, 3, 6, 12;
Z(11, 31; 2, 2): Max: 74; Mean: 72.78; Variance: 0.2116; Size: 400; Time: 159.703 ms; Top5_Histogram_(relative_to_max): 0 4 84 308 4 ; iter: 1, 3, 6, 12;
Z(11, 32; 2, 2): Max: 75; Mean: 73.995; Variance: 0.024975; Size: 400; Time: 137.026 ms; Top5_Histogram_(relative_to_max): 0 0 6 390 4 ; iter: 1, 3, 6, 12;
Z(11, 33; 2, 2): Max: 77; Mean: 77; Variance: 0; Size: 400; Time: 148.625 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(11, 34; 2, 2): Max: 78; Mean: 77.105; Variance: 0.143975; Size: 400; Time: 167.098 ms; Top5_Histogram_(relative_to_max): 0 0 10 338 52 ; iter: 1, 3, 6, 12;
Z(11, 35; 2, 2): Max: 80; Mean: 80; Variance: 0; Size: 400; Time: 187.004 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(11, 36; 2, 2): Max: 81; Mean: 80.01; Variance: 0.0499; Size: 400; Time: 168.195 ms; Top5_Histogram_(relative_to_max): 0 0 8 380 12 ; iter: 1, 3, 6, 12;
Z(11, 37; 2, 2): Max: 83; Mean: 83; Variance: 0; Size: 400; Time: 180.776 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(11, 38; 2, 2): Max: 84; Mean: 84; Variance: 0; Size: 400; Time: 198.636 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(11, 39; 2, 2): Max: 86; Mean: 86; Variance: 0; Size: 400; Time: 223.548 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(11, 40; 2, 2): Max: 87; Mean: 87; Variance: 0; Size: 400; Time: 203.355 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(12, 12; 2, 2): Max: 45; Mean: 45; Variance: 0; Size: 400; Time: 38.3396 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(12, 13; 2, 2): Max: 48; Mean: 48; Variance: 0; Size: 400; Time: 45.1102 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(12, 14; 2, 2): Max: 49; Mean: 48.98; Variance: 0.0296; Size: 400; Time: 59.4436 ms; Top5_Histogram_(relative_to_max): 0 0 2 4 394 ; iter: 1, 3, 6, 12;
Z(12, 15; 2, 2): Max: 50; Mean: 49.98; Variance: 0.0196; Size: 400; Time: 49.882 ms; Top5_Histogram_(relative_to_max): 0 0 0 8 392 ; iter: 1, 3, 6, 12;
Z(12, 16; 2, 2): Max: 53; Mean: 53; Variance: 0; Size: 400; Time: 57.9555 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(12, 17; 2, 2): Max: 55; Mean: 54.985; Variance: 0.024775; Size: 400; Time: 70.6637 ms; Top5_Histogram_(relative_to_max): 0 0 2 2 396 ; iter: 1, 3, 6, 12;
Z(12, 18; 2, 2): Max: 57; Mean: 56.98; Variance: 0.0196; Size: 400; Time: 84.8885 ms; Top5_Histogram_(relative_to_max): 0 0 0 8 392 ; iter: 1, 3, 6, 12;
Z(12, 19; 2, 2): Max: 59; Mean: 58.995; Variance: 0.004975; Size: 400; Time: 71.3506 ms; Top5_Histogram_(relative_to_max): 0 0 0 2 398 ; iter: 1, 3, 6, 12;
Z(12, 20; 2, 2): Max: 61; Mean: 60.99; Variance: 0.0099; Size: 400; Time: 82.434 ms; Top5_Histogram_(relative_to_max): 0 0 0 4 396 ; iter: 1, 3, 6, 12;
Z(12, 21; 2, 2): Max: 63; Mean: 62.99; Variance: 0.0099; Size: 400; Time: 93.4533 ms; Top5_Histogram_(relative_to_max): 0 0 0 4 396 ; iter: 1, 3, 6, 12;
Z(12, 22; 2, 2): Max: 64; Mean: 63.715; Variance: 0.303775; Size: 400; Time: 114.713 ms; Top5_Histogram_(relative_to_max): 0 0 20 74 306 ; iter: 1, 3, 6, 12;
Z(12, 23; 2, 2): Max: 66; Mean: 65.965; Variance: 0.033775; Size: 400; Time: 91.6935 ms; Top5_Histogram_(relative_to_max): 0 0 0 14 386 ; iter: 1, 3, 6, 12;
Z(12, 24; 2, 2): Max: 68; Mean: 66.935; Variance: 0.070775; Size: 400; Time: 106.806 ms; Top5_Histogram_(relative_to_max): 0 0 28 370 2 ; iter: 1, 3, 6, 12;
Z(12, 25; 2, 2): Max: 69; Mean: 68.83; Variance: 0.1811; Size: 400; Time: 117.891 ms; Top5_Histogram_(relative_to_max): 0 2 2 58 338 ; iter: 1, 3, 6, 12;
Z(12, 26; 2, 2): Max: 71; Mean: 69.885; Variance: 0.441775; Size: 400; Time: 140.881 ms; Top5_Histogram_(relative_to_max): 0 8 90 242 60 ; iter: 1, 3, 6, 12;
Z(12, 27; 2, 2): Max: 73; Mean: 73; Variance: 0; Size: 400; Time: 114.699 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(12, 28; 2, 2): Max: 74; Mean: 73.96; Variance: 0.0384; Size: 400; Time: 128.994 ms; Top5_Histogram_(relative_to_max): 0 0 0 16 384 ; iter: 1, 3, 6, 12;
Z(12, 29; 2, 2): Max: 76; Mean: 74.905; Variance: 0.125975; Size: 400; Time: 142.833 ms; Top5_Histogram_(relative_to_max): 0 6 28 364 2 ; iter: 1, 3, 6, 12;
Z(12, 30; 2, 2): Max: 77; Mean: 76.825; Variance: 0.194375; Size: 400; Time: 167.837 ms; Top5_Histogram_(relative_to_max): 0 0 10 50 340 ; iter: 1, 3, 6, 12;
Z(12, 31; 2, 2): Max: 79; Mean: 79; Variance: 0; Size: 400; Time: 144.329 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(12, 32; 2, 2): Max: 81; Mean: 79.98; Variance: 0.0296; Size: 400; Time: 159.116 ms; Top5_Histogram_(relative_to_max): 0 0 10 388 2 ; iter: 1, 3, 6, 12;
Z(12, 33; 2, 2): Max: 82; Mean: 81.985; Variance: 0.014775; Size: 400; Time: 170.32 ms; Top5_Histogram_(relative_to_max): 0 0 0 6 394 ; iter: 1, 3, 6, 12;
Z(12, 34; 2, 2): Max: 84; Mean: 82.87; Variance: 0.1731; Size: 400; Time: 203.537 ms; Top5_Histogram_(relative_to_max): 2 4 40 352 2 ; iter: 1, 3, 6, 12;
Z(12, 35; 2, 2): Max: 85; Mean: 85; Variance: 0; Size: 400; Time: 175.409 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(12, 36; 2, 2): Max: 86; Mean: 85.97; Variance: 0.0291; Size: 400; Time: 191.379 ms; Top5_Histogram_(relative_to_max): 0 0 0 12 388 ; iter: 1, 3, 6, 12;
Z(12, 37; 2, 2): Max: 88; Mean: 88; Variance: 0; Size: 400; Time: 205.985 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(12, 38; 2, 2): Max: 90; Mean: 88.85; Variance: 0.1675; Size: 400; Time: 236.874 ms; Top5_Histogram_(relative_to_max): 0 6 50 342 2 ; iter: 1, 3, 6, 12;
Z(12, 39; 2, 2): Max: 91; Mean: 91; Variance: 0; Size: 400; Time: 212.314 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(12, 40; 2, 2): Max: 93; Mean: 91.995; Variance: 0.064975; Size: 400; Time: 228.52 ms; Top5_Histogram_(relative_to_max): 0 0 14 374 12 ; iter: 1, 3, 6, 12;
Z(13, 13; 2, 2): Max: 52; Mean: 52; Variance: 0; Size: 400; Time: 46.7204 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(13, 14; 2, 2): Max: 53; Mean: 53; Variance: 0; Size: 400; Time: 63.0702 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(13, 15; 2, 2): Max: 55; Mean: 55; Variance: 0; Size: 400; Time: 52.6756 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(13, 16; 2, 2): Max: 56; Mean: 55.955; Variance: 0.052975; Size: 400; Time: 63.5641 ms; Top5_Histogram_(relative_to_max): 0 0 2 14 384 ; iter: 1, 3, 6, 12;
Z(13, 17; 2, 2): Max: 59; Mean: 59; Variance: 0; Size: 400; Time: 74.2289 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(13, 18; 2, 2): Max: 61; Mean: 61; Variance: 0; Size: 400; Time: 91.8028 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(13, 19; 2, 2): Max: 63; Mean: 62.995; Variance: 0.004975; Size: 400; Time: 77.2055 ms; Top5_Histogram_(relative_to_max): 0 0 0 2 398 ; iter: 1, 3, 6, 12;
Z(13, 20; 2, 2): Max: 65; Mean: 64.995; Variance: 0.004975; Size: 400; Time: 88.514 ms; Top5_Histogram_(relative_to_max): 0 0 0 2 398 ; iter: 1, 3, 6, 12;
Z(13, 21; 2, 2): Max: 67; Mean: 66.99; Variance: 0.0099; Size: 400; Time: 100.963 ms; Top5_Histogram_(relative_to_max): 0 0 0 4 396 ; iter: 1, 3, 6, 12;
Z(13, 22; 2, 2): Max: 69; Mean: 67.61; Variance: 0.3979; Size: 400; Time: 122.65 ms; Top5_Histogram_(relative_to_max): 6 12 116 264 2 ; iter: 1, 3, 6, 12;
Z(13, 23; 2, 2): Max: 70; Mean: 69.945; Variance: 0.061975; Size: 400; Time: 99.4425 ms; Top5_Histogram_(relative_to_max): 0 0 2 18 380 ; iter: 1, 3, 6, 12;
Z(13, 24; 2, 2): Max: 72; Mean: 71.925; Variance: 0.079375; Size: 400; Time: 117.012 ms; Top5_Histogram_(relative_to_max): 0 0 2 26 372 ; iter: 1, 3, 6, 12;
Z(13, 25; 2, 2): Max: 74; Mean: 73.76; Variance: 0.2424; Size: 400; Time: 127.404 ms; Top5_Histogram_(relative_to_max): 0 2 6 78 314 ; iter: 1, 3, 6, 12;
Z(13, 26; 2, 2): Max: 76; Mean: 75.85; Variance: 0.1575; Size: 400; Time: 157.403 ms; Top5_Histogram_(relative_to_max): 0 0 6 48 346 ; iter: 1, 3, 6, 12;
Z(13, 27; 2, 2): Max: 77; Mean: 76.97; Variance: 0.0291; Size: 400; Time: 126.13 ms; Top5_Histogram_(relative_to_max): 0 0 0 12 388 ; iter: 1, 3, 6, 12;
Z(13, 28; 2, 2): Max: 79; Mean: 78.84; Variance: 0.1544; Size: 400; Time: 142.103 ms; Top5_Histogram_(relative_to_max): 0 0 4 56 340 ; iter: 1, 3, 6, 12;
Z(13, 29; 2, 2): Max: 81; Mean: 80.93; Variance: 0.0851; Size: 400; Time: 159.879 ms; Top5_Histogram_(relative_to_max): 0 0 4 20 376 ; iter: 1, 3, 6, 12;
Z(13, 30; 2, 2): Max: 83; Mean: 82.83; Variance: 0.1711; Size: 400; Time: 188.22 ms; Top5_Histogram_(relative_to_max): 0 0 6 56 338 ; iter: 1, 3, 6, 12;
Z(13, 31; 2, 2): Max: 83; Mean: 82.915; Variance: 0.077775; Size: 400; Time: 158.43 ms; Top5_Histogram_(relative_to_max): 0 0 0 34 366 ; iter: 1, 3, 6, 12;
Z(13, 32; 2, 2): Max: 86; Mean: 85.935; Variance: 0.070775; Size: 400; Time: 179.196 ms; Top5_Histogram_(relative_to_max): 0 0 2 22 376 ; iter: 1, 3, 6, 12;
Z(13, 33; 2, 2): Max: 87; Mean: 85.69; Variance: 0.4339; Size: 400; Time: 190.746 ms; Top5_Histogram_(relative_to_max): 2 20 96 264 18 ; iter: 1, 3, 6, 12;
Z(13, 34; 2, 2): Max: 90; Mean: 88.83; Variance: 0.1911; Size: 400; Time: 225.092 ms; Top5_Histogram_(relative_to_max): 0 6 60 330 4 ; iter: 1, 3, 6, 12;
Z(13, 35; 2, 2): Max: 90; Mean: 89.955; Variance: 0.052975; Size: 400; Time: 189.855 ms; Top5_Histogram_(relative_to_max): 0 0 2 14 384 ; iter: 1, 3, 6, 12;
Z(13, 36; 2, 2): Max: 93; Mean: 93; Variance: 0; Size: 400; Time: 216.747 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(13, 37; 2, 2): Max: 93; Mean: 92.87; Variance: 0.1331; Size: 400; Time: 226.077 ms; Top5_Histogram_(relative_to_max): 0 0 4 44 352 ; iter: 1, 3, 6, 12;
Z(13, 38; 2, 2): Max: 96; Mean: 95.91; Variance: 0.1119; Size: 400; Time: 261.324 ms; Top5_Histogram_(relative_to_max): 0 0 6 24 370 ; iter: 1, 3, 6, 12;
Z(13, 39; 2, 2): Max: 96; Mean: 95.975; Variance: 0.024375; Size: 400; Time: 231.277 ms; Top5_Histogram_(relative_to_max): 0 0 0 10 390 ; iter: 1, 3, 6, 12;
Z(13, 40; 2, 2): Max: 99; Mean: 99; Variance: 0; Size: 400; Time: 252.488 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(14, 14; 2, 2): Max: 55; Mean: 54.95; Variance: 0.0675; Size: 400; Time: 60.2306 ms; Top5_Histogram_(relative_to_max): 0 0 4 12 384 ; iter: 1, 3, 6, 12;
Z(14, 15; 2, 2): Max: 57; Mean: 56.77; Variance: 0.2171; Size: 400; Time: 80.5915 ms; Top5_Histogram_(relative_to_max): 0 0 8 76 316 ; iter: 1, 3, 6, 12;
Z(14, 16; 2, 2): Max: 59; Mean: 58.965; Variance: 0.033775; Size: 400; Time: 61.286 ms; Top5_Histogram_(relative_to_max): 0 0 0 14 386 ; iter: 1, 3, 6, 12;
Z(14, 17; 2, 2): Max: 63; Mean: 63; Variance: 0; Size: 400; Time: 74.5562 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(14, 18; 2, 2): Max: 64; Mean: 63.945; Variance: 0.071975; Size: 400; Time: 89.1194 ms; Top5_Histogram_(relative_to_max): 0 0 4 14 382 ; iter: 1, 3, 6, 12;
Z(14, 19; 2, 2): Max: 68; Mean: 68; Variance: 0; Size: 400; Time: 102.874 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(14, 20; 2, 2): Max: 69; Mean: 69; Variance: 0; Size: 400; Time: 91.554 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(14, 21; 2, 2): Max: 71; Mean: 70.995; Variance: 0.004975; Size: 400; Time: 102.646 ms; Top5_Histogram_(relative_to_max): 0 0 0 2 398 ; iter: 1, 3, 6, 12;
Z(14, 22; 2, 2): Max: 73; Mean: 72.975; Variance: 0.024375; Size: 400; Time: 115.454 ms; Top5_Histogram_(relative_to_max): 0 0 0 10 390 ; iter: 1, 3, 6, 12;
Z(14, 23; 2, 2): Max: 75; Mean: 74.97; Variance: 0.0391; Size: 400; Time: 138.223 ms; Top5_Histogram_(relative_to_max): 0 0 2 8 390 ; iter: 1, 3, 6, 12;
Z(14, 24; 2, 2): Max: 77; Mean: 76.995; Variance: 0.004975; Size: 400; Time: 120.683 ms; Top5_Histogram_(relative_to_max): 0 0 0 2 398 ; iter: 1, 3, 6, 12;
