Z(2, 2; 2, 2): Max: 3; Mean: 3; Variance: 0; Size: 160; Time: 5.3112 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(2, 19; 2, 2): Max: 20; Mean: 20; Variance: 0; Size: 160; Time: 17.2979 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(2, 20; 2, 2): Max: 21; Mean: 21; Variance: 0; Size: 160; Time: 21.9094 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(2, 21; 2, 2): Max: 22; Mean: 22; Variance: 0; Size: 160; Time: 30.058 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(2, 22; 2, 2): Max: 23; Mean: 23; Variance: 0; Size: 160; Time: 18.1324 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(2, 23; 2, 2): Max: 24; Mean: 24; Variance: 0; Size: 160; Time: 21.7143 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(2, 24; 2, 2): Max: 25; Mean: 25; Variance: 0; Size: 160; Time: 27.4454 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(2, 25; 2, 2): Max: 26; Mean: 26; Variance: 0; Size: 160; Time: 38.9834 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(2, 26; 2, 2): Max: 27; Mean: 27; Variance: 0; Size: 160; Time: 21.4901 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(2, 27; 2, 2): Max: 28; Mean: 28; Variance: 0; Size: 160; Time: 27.3262 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(2, 28; 2, 2): Max: 29; Mean: 29; Variance: 0; Size: 160; Time: 35.1496 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(2, 29; 2, 2): Max: 30; Mean: 30; Variance: 0; Size: 160; Time: 50.0983 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(2, 30; 2, 2): Max: 31; Mean: 31; Variance: 0; Size: 160; Time: 25.4336 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(2, 31; 2, 2): Max: 32; Mean: 32; Variance: 0; Size: 160; Time: 32.268 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(2, 32; 2, 2): Max: 33; Mean: 33; Variance: 0; Size: 160; Time: 42.7307 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(2, 33; 2, 2): Max: 34; Mean: 34; Variance: 0; Size: 160; Time: 64.815 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(2, 34; 2, 2): Max: 35; Mean: 35; Variance: 0; Size: 160; Time: 30.9548 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(2, 35; 2, 2): Max: 36; Mean: 36; Variance: 0; Size: 160; Time: 40.7296 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(2, 36; 2, 2): Max: 37; Mean: 37; Variance: 0; Size: 160; Time: 54.4479 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(2, 37; 2, 2): Max: 38; Mean: 38; Variance: 0; Size: 160; Time: 80.4434 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(2, 38; 2, 2): Max: 39; Mean: 39; Variance: 0; Size: 160; Time: 37.0443 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(2, 39; 2, 2): Max: 40; Mean: 40; Variance: 0; Size: 160; Time: 47.1803 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(2, 40; 2, 2): Max: 41; Mean: 41; Variance: 0; Size: 160; Time: 65.3153 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(3, 3; 2, 2): Max: 6; Mean: 6; Variance: 0; Size: 160; Time: 6.2081 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(3, 4; 2, 2): Max: 7; Mean: 6.725; Variance: 0.199375; Size: 160; Time: 5.703 ms; Top5_Histogram_(relative_to_max): 0 0 0 44 116 ; iter: 0x65f120;
Z(3, 5; 2, 2): Max: 8; Mean: 8; Variance: 0; Size: 160; Time: 6.8587 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(3, 6; 2, 2): Max: 9; Mean: 9; Variance: 0; Size: 160; Time: 9.5142 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(3, 7; 2, 2): Max: 10; Mean: 10; Variance: 0; Size: 160; Time: 9.0136 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(3, 8; 2, 2): Max: 11; Mean: 10.7625; Variance: 0.181094; Size: 160; Time: 7.4717 ms; Top5_Histogram_(relative_to_max): 0 0 0 38 122 ; iter: 0x65f120;
Z(3, 9; 2, 2): Max: 12; Mean: 11.9875; Variance: 0.0123437; Size: 160; Time: 8.146 ms; Top5_Histogram_(relative_to_max): 0 0 0 2 158 ; iter: 0x65f120;
Z(3, 10; 2, 2): Max: 13; Mean: 13; Variance: 0; Size: 160; Time: 9.5905 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(3, 11; 2, 2): Max: 14; Mean: 14; Variance: 0; Size: 160; Time: 11.7981 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(3, 12; 2, 2): Max: 15; Mean: 14.8437; Variance: 0.131836; Size: 160; Time: 9.1987 ms; Top5_Histogram_(relative_to_max): 0 0 0 25 135 ; iter: 0x65f120;
Z(3, 13; 2, 2): Max: 16; Mean: 16; Variance: 0; Size: 160; Time: 10.5492 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(3, 14; 2, 2): Max: 17; Mean: 17; Variance: 0; Size: 160; Time: 12.548 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(3, 15; 2, 2): Max: 18; Mean: 18; Variance: 0; Size: 160; Time: 15.5049 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(3, 16; 2, 2): Max: 19; Mean: 18.95; Variance: 0.0475; Size: 160; Time: 11.5801 ms; Top5_Histogram_(relative_to_max): 0 0 0 8 152 ; iter: 0x65f120;
Z(3, 17; 2, 2): Max: 20; Mean: 20; Variance: 0; Size: 160; Time: 13.7599 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(3, 18; 2, 2): Max: 21; Mean: 21; Variance: 0; Size: 160; Time: 16.308 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(3, 19; 2, 2): Max: 22; Mean: 22; Variance: 0; Size: 160; Time: 20.1958 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(3, 20; 2, 2): Max: 23; Mean: 22.9875; Variance: 0.0123437; Size: 160; Time: 14.4831 ms; Top5_Histogram_(relative_to_max): 0 0 0 2 158 ; iter: 0x65f120;
Z(3, 21; 2, 2): Max: 24; Mean: 24; Variance: 0; Size: 160; Time: 16.9915 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(3, 22; 2, 2): Max: 25; Mean: 25; Variance: 0; Size: 160; Time: 20.2551 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(3, 23; 2, 2): Max: 26; Mean: 26; Variance: 0; Size: 160; Time: 26.3549 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(3, 24; 2, 2): Max: 27; Mean: 26.9937; Variance: 0.00621094; Size: 160; Time: 18.0061 ms; Top5_Histogram_(relative_to_max): 0 0 0 1 159 ; iter: 0x65f120;
Z(3, 25; 2, 2): Max: 28; Mean: 28; Variance: 0; Size: 160; Time: 21.0025 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(3, 26; 2, 2): Max: 29; Mean: 29; Variance: 0; Size: 160; Time: 25.6693 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(3, 27; 2, 2): Max: 30; Mean: 30; Variance: 0; Size: 160; Time: 32.1064 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(3, 28; 2, 2): Max: 31; Mean: 31; Variance: 0; Size: 160; Time: 22.0216 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(3, 29; 2, 2): Max: 32; Mean: 32; Variance: 0; Size: 160; Time: 26.0925 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(3, 30; 2, 2): Max: 33; Mean: 33; Variance: 0; Size: 160; Time: 31.7656 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(3, 31; 2, 2): Max: 34; Mean: 34; Variance: 0; Size: 160; Time: 39.1887 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(3, 32; 2, 2): Max: 35; Mean: 35; Variance: 0; Size: 160; Time: 26.9809 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(3, 33; 2, 2): Max: 36; Mean: 36; Variance: 0; Size: 160; Time: 31.5217 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(3, 34; 2, 2): Max: 37; Mean: 37; Variance: 0; Size: 160; Time: 37.3705 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(3, 35; 2, 2): Max: 38; Mean: 38; Variance: 0; Size: 160; Time: 47.4146 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(3, 36; 2, 2): Max: 39; Mean: 39; Variance: 0; Size: 160; Time: 31.7947 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(3, 37; 2, 2): Max: 40; Mean: 40; Variance: 0; Size: 160; Time: 37.2136 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(3, 38; 2, 2): Max: 41; Mean: 41; Variance: 0; Size: 160; Time: 45.5314 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(3, 39; 2, 2): Max: 42; Mean: 42; Variance: 0; Size: 160; Time: 56.9659 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(3, 40; 2, 2): Max: 43; Mean: 43; Variance: 0; Size: 160; Time: 36.7555 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(4, 4; 2, 2): Max: 9; Mean: 9; Variance: 0; Size: 160; Time: 6.4126 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(4, 5; 2, 2): Max: 10; Mean: 9.99375; Variance: 0.00621094; Size: 160; Time: 8.1927 ms; Top5_Histogram_(relative_to_max): 0 0 0 1 159 ; iter: 0x65f120;
Z(4, 6; 2, 2): Max: 12; Mean: 11.6688; Variance: 0.221523; Size: 160; Time: 10.8163 ms; Top5_Histogram_(relative_to_max): 0 0 0 53 107 ; iter: 0x65f120;
Z(4, 7; 2, 2): Max: 13; Mean: 12.6312; Variance: 0.232773; Size: 160; Time: 8.1248 ms; Top5_Histogram_(relative_to_max): 0 0 0 59 101 ; iter: 0x65f120;
Z(4, 8; 2, 2): Max: 14; Mean: 13.9437; Variance: 0.0530859; Size: 160; Time: 10.1799 ms; Top5_Histogram_(relative_to_max): 0 0 0 9 151 ; iter: 0x65f120;
Z(4, 9; 2, 2): Max: 15; Mean: 15; Variance: 0; Size: 160; Time: 12.5162 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(4, 10; 2, 2): Max: 16; Mean: 16; Variance: 0; Size: 160; Time: 17.4548 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(4, 11; 2, 2): Max: 17; Mean: 16.95; Variance: 0.0475; Size: 160; Time: 12.0066 ms; Top5_Histogram_(relative_to_max): 0 0 0 8 152 ; iter: 0x65f120;
Z(4, 12; 2, 2): Max: 18; Mean: 18; Variance: 0; Size: 160; Time: 15.4723 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(4, 13; 2, 2): Max: 19; Mean: 18.8938; Variance: 0.0949609; Size: 160; Time: 14.0924 ms; Top5_Histogram_(relative_to_max): 0 0 0 17 143 ; iter: 0x65f120;
Z(4, 14; 2, 2): Max: 20; Mean: 19.9937; Variance: 0.00621094; Size: 160; Time: 16.8169 ms; Top5_Histogram_(relative_to_max): 0 0 0 1 159 ; iter: 0x65f120;
Z(4, 15; 2, 2): Max: 21; Mean: 20.6625; Variance: 0.223594; Size: 160; Time: 13.8663 ms; Top5_Histogram_(relative_to_max): 0 0 0 54 106 ; iter: 0x65f120;
Z(4, 16; 2, 2): Max: 22; Mean: 21.7188; Variance: 0.202148; Size: 160; Time: 15.8181 ms; Top5_Histogram_(relative_to_max): 0 0 0 45 115 ; iter: 0x65f120;
Z(4, 17; 2, 2): Max: 23; Mean: 22.9937; Variance: 0.00621094; Size: 160; Time: 18.7931 ms; Top5_Histogram_(relative_to_max): 0 0 0 1 159 ; iter: 0x65f120;
Z(4, 18; 2, 2): Max: 24; Mean: 24; Variance: 0; Size: 160; Time: 23.0241 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(4, 19; 2, 2): Max: 25; Mean: 24.7188; Variance: 0.202148; Size: 160; Time: 18.3787 ms; Top5_Histogram_(relative_to_max): 0 0 0 45 115 ; iter: 0x65f120;
Z(4, 20; 2, 2): Max: 26; Mean: 25.9563; Variance: 0.0418359; Size: 160; Time: 20.4675 ms; Top5_Histogram_(relative_to_max): 0 0 0 7 153 ; iter: 0x65f120;
Z(4, 21; 2, 2): Max: 27; Mean: 26.975; Variance: 0.024375; Size: 160; Time: 23.5961 ms; Top5_Histogram_(relative_to_max): 0 0 0 4 156 ; iter: 0x65f120;
Z(4, 22; 2, 2): Max: 28; Mean: 28; Variance: 0; Size: 160; Time: 28.6725 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(4, 23; 2, 2): Max: 29; Mean: 28.8813; Variance: 0.104648; Size: 160; Time: 22.8228 ms; Top5_Histogram_(relative_to_max): 0 0 0 19 141 ; iter: 0x65f120;
Z(4, 24; 2, 2): Max: 30; Mean: 29.925; Variance: 0.069375; Size: 160; Time: 26.4884 ms; Top5_Histogram_(relative_to_max): 0 0 0 12 148 ; iter: 0x65f120;
Z(4, 25; 2, 2): Max: 31; Mean: 30.9937; Variance: 0.00621094; Size: 160; Time: 30.4756 ms; Top5_Histogram_(relative_to_max): 0 0 0 1 159 ; iter: 0x65f120;
Z(4, 26; 2, 2): Max: 32; Mean: 32; Variance: 0; Size: 160; Time: 37.3844 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(4, 27; 2, 2): Max: 33; Mean: 32.9188; Variance: 0.0746484; Size: 160; Time: 33.2955 ms; Top5_Histogram_(relative_to_max): 0 0 0 13 147 ; iter: 0x65f120;
Z(4, 28; 2, 2): Max: 34; Mean: 34; Variance: 0; Size: 160; Time: 33.0979 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(4, 29; 2, 2): Max: 35; Mean: 35; Variance: 0; Size: 160; Time: 36.9082 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(4, 30; 2, 2): Max: 36; Mean: 36; Variance: 0; Size: 160; Time: 44.2771 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(4, 31; 2, 2): Max: 37; Mean: 36.95; Variance: 0.0475; Size: 160; Time: 34.1442 ms; Top5_Histogram_(relative_to_max): 0 0 0 8 152 ; iter: 0x65f120;
Z(4, 32; 2, 2): Max: 38; Mean: 37.9938; Variance: 0.00621094; Size: 160; Time: 37.9508 ms; Top5_Histogram_(relative_to_max): 0 0 0 1 159 ; iter: 0x65f120;
Z(4, 33; 2, 2): Max: 39; Mean: 39; Variance: 0; Size: 160; Time: 43.0683 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(4, 34; 2, 2): Max: 40; Mean: 40; Variance: 0; Size: 160; Time: 51.7883 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(4, 35; 2, 2): Max: 41; Mean: 40.95; Variance: 0.0475; Size: 160; Time: 40.8108 ms; Top5_Histogram_(relative_to_max): 0 0 0 8 152 ; iter: 0x65f120;
Z(4, 36; 2, 2): Max: 42; Mean: 41.9938; Variance: 0.00621094; Size: 160; Time: 45.4392 ms; Top5_Histogram_(relative_to_max): 0 0 0 1 159 ; iter: 0x65f120;
Z(4, 37; 2, 2): Max: 43; Mean: 43; Variance: 0; Size: 160; Time: 51.2963 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(4, 38; 2, 2): Max: 44; Mean: 44; Variance: 0; Size: 160; Time: 61.3897 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(4, 39; 2, 2): Max: 45; Mean: 44.975; Variance: 0.024375; Size: 160; Time: 48.3507 ms; Top5_Histogram_(relative_to_max): 0 0 0 4 156 ; iter: 0x65f120;
Z(4, 40; 2, 2): Max: 46; Mean: 45.9875; Variance: 0.0123438; Size: 160; Time: 52.6412 ms; Top5_Histogram_(relative_to_max): 0 0 0 2 158 ; iter: 0x65f120;
Z(5, 5; 2, 2): Max: 12; Mean: 11.9813; Variance: 0.0183984; Size: 160; Time: 8.1515 ms; Top5_Histogram_(relative_to_max): 0 0 0 3 157 ; iter: 0x65f120;
Z(5, 6; 2, 2): Max: 14; Mean: 13.9062; Variance: 0.0849609; Size: 160; Time: 11.0498 ms; Top5_Histogram_(relative_to_max): 0 0 0 15 145 ; iter: 0x65f120;
Z(5, 7; 2, 2): Max: 15; Mean: 15; Variance: 0; Size: 160; Time: 8.8727 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(5, 8; 2, 2): Max: 17; Mean: 16.9125; Variance: 0.0798438; Size: 160; Time: 10.3805 ms; Top5_Histogram_(relative_to_max): 0 0 0 14 146 ; iter: 0x65f120;
Z(5, 9; 2, 2): Max: 18; Mean: 17.9937; Variance: 0.00621094; Size: 160; Time: 13.5409 ms; Top5_Histogram_(relative_to_max): 0 0 0 1 159 ; iter: 0x65f120;
Z(5, 10; 2, 2): Max: 20; Mean: 19.4813; Variance: 0.249648; Size: 160; Time: 18.2872 ms; Top5_Histogram_(relative_to_max): 0 0 0 83 77 ; iter: 0x65f120;
Z(5, 11; 2, 2): Max: 21; Mean: 20.2563; Variance: 0.190586; Size: 160; Time: 13.7007 ms; Top5_Histogram_(relative_to_max): 0 0 0 119 41 ; iter: 0x65f120;
Z(5, 12; 2, 2): Max: 22; Mean: 21.7125; Variance: 0.217344; Size: 160; Time: 16.3038 ms; Top5_Histogram_(relative_to_max): 0 0 1 44 115 ; iter: 0x65f120;
Z(5, 13; 2, 2): Max: 23; Mean: 22.975; Variance: 0.024375; Size: 160; Time: 20.4911 ms; Top5_Histogram_(relative_to_max): 0 0 0 4 156 ; iter: 0x65f120;
Z(5, 14; 2, 2): Max: 24; Mean: 23.9438; Variance: 0.0530859; Size: 160; Time: 27.5819 ms; Top5_Histogram_(relative_to_max): 0 0 0 9 151 ; iter: 0x65f120;
Z(5, 15; 2, 2): Max: 25; Mean: 24.1125; Variance: 0.112344; Size: 160; Time: 18.7276 ms; Top5_Histogram_(relative_to_max): 0 0 1 140 19 ; iter: 0x65f120;
Z(5, 16; 2, 2): Max: 26; Mean: 25.9812; Variance: 0.0183984; Size: 160; Time: 22.5038 ms; Top5_Histogram_(relative_to_max): 0 0 0 3 157 ; iter: 0x65f120;
Z(5, 17; 2, 2): Max: 27; Mean: 26.9875; Variance: 0.0123437; Size: 160; Time: 27.5926 ms; Top5_Histogram_(relative_to_max): 0 0 0 2 158 ; iter: 0x65f120;
Z(5, 18; 2, 2): Max: 28; Mean: 28; Variance: 0; Size: 160; Time: 41.3212 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(5, 19; 2, 2): Max: 29; Mean: 28.3625; Variance: 0.231094; Size: 160; Time: 25.0376 ms; Top5_Histogram_(relative_to_max): 0 0 0 102 58 ; iter: 0x65f120;
Z(5, 20; 2, 2): Max: 30; Mean: 30; Variance: 0; Size: 160; Time: 30.4079 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(5, 21; 2, 2): Max: 31; Mean: 30.85; Variance: 0.1275; Size: 160; Time: 29.3004 ms; Top5_Histogram_(relative_to_max): 0 0 0 24 136 ; iter: 0x65f120;
Z(5, 22; 2, 2): Max: 32; Mean: 31.9375; Variance: 0.0585937; Size: 160; Time: 35.3834 ms; Top5_Histogram_(relative_to_max): 0 0 0 10 150 ; iter: 0x65f120;
Z(5, 23; 2, 2): Max: 32; Mean: 32; Variance: 0; Size: 160; Time: 28.4654 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(5, 24; 2, 2): Max: 34; Mean: 33.8938; Variance: 0.0949609; Size: 160; Time: 33.1753 ms; Top5_Histogram_(relative_to_max): 0 0 0 17 143 ; iter: 0x65f120;
Z(5, 25; 2, 2): Max: 35; Mean: 34.9437; Variance: 0.0530859; Size: 160; Time: 36.9262 ms; Top5_Histogram_(relative_to_max): 0 0 0 9 151 ; iter: 0x65f120;
Z(5, 26; 2, 2): Max: 36; Mean: 35.9937; Variance: 0.00621094; Size: 160; Time: 43.6903 ms; Top5_Histogram_(relative_to_max): 0 0 0 1 159 ; iter: 0x65f120;
Z(5, 27; 2, 2): Max: 37; Mean: 36.6125; Variance: 0.237344; Size: 160; Time: 35.5903 ms; Top5_Histogram_(relative_to_max): 0 0 0 62 98 ; iter: 0x65f120;
Z(5, 28; 2, 2): Max: 38; Mean: 37.9625; Variance: 0.0360938; Size: 160; Time: 40.3408 ms; Top5_Histogram_(relative_to_max): 0 0 0 6 154 ; iter: 0x65f120;
Z(5, 29; 2, 2): Max: 39; Mean: 39; Variance: 0; Size: 160; Time: 45.3278 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(5, 30; 2, 2): Max: 40; Mean: 40; Variance: 0; Size: 160; Time: 52.9105 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(5, 31; 2, 2): Max: 41; Mean: 40.725; Variance: 0.199375; Size: 160; Time: 45.0586 ms; Top5_Histogram_(relative_to_max): 0 0 0 44 116 ; iter: 0x65f120;
Z(5, 32; 2, 2): Max: 42; Mean: 41.8937; Variance: 0.0949609; Size: 160; Time: 49.0256 ms; Top5_Histogram_(relative_to_max): 0 0 0 17 143 ; iter: 0x65f120;
Z(5, 33; 2, 2): Max: 43; Mean: 42.9938; Variance: 0.00621094; Size: 160; Time: 54.6537 ms; Top5_Histogram_(relative_to_max): 0 0 0 1 159 ; iter: 0x65f120;
Z(5, 34; 2, 2): Max: 44; Mean: 44; Variance: 0; Size: 160; Time: 64.0741 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 160 ; iter: 0x65f120;
Z(5, 35; 2, 2): Max: 45; Mean: 44.7375; Variance: 0.193594; Size: 160; Time: 60.1049 ms; Top5_Histogram_(relative_to_max): 0 0 0 42 118 ; iter: 0x65f120;
