Z(2, 2; 2, 2): Max: 3; Mean: 3; Variance: 0; Size: 36; Time: 12.5261 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 36 ; iter: 0x65f080;
Z(2, 3; 2, 2): Max: 4; Mean: 4; Variance: 0; Size: 108; Time: 13.0243 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 108 ; iter: 0x65f080;
Z(2, 4; 2, 2): Max: 5; Mean: 5; Variance: 0; Size: 108; Time: 12.3601 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 108 ; iter: 0x65f080;
Z(2, 5; 2, 2): Max: 6; Mean: 6; Variance: 0; Size: 108; Time: 12.5688 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 108 ; iter: 0x65f080;
Z(2, 6; 2, 2): Max: 7; Mean: 7; Variance: 0; Size: 108; Time: 12.3676 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 108 ; iter: 0x65f080;
Z(2, 7; 2, 2): Max: 8; Mean: 8; Variance: 0; Size: 108; Time: 12.7705 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 108 ; iter: 0x65f080;
Z(2, 8; 2, 2): Max: 9; Mean: 9; Variance: 0; Size: 108; Time: 13.5501 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 108 ; iter: 0x65f080;
Z(2, 9; 2, 2): Max: 10; Mean: 10; Variance: 0; Size: 108; Time: 14.1672 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 108 ; iter: 0x65f080;
Z(2, 10; 2, 2): Max: 11; Mean: 11; Variance: 0; Size: 108; Time: 13.2919 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 108 ; iter: 0x65f080;
Z(2, 11; 2, 2): Max: 12; Mean: 12; Variance: 0; Size: 108; Time: 13.6759 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 108 ; iter: 0x65f080;
Z(2, 12; 2, 2): Max: 13; Mean: 13; Variance: 0; Size: 108; Time: 15.0345 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 108 ; iter: 0x65f080;
Z(2, 13; 2, 2): Max: 14; Mean: 14; Variance: 0; Size: 108; Time: 15.0369 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 108 ; iter: 0x65f080;
Z(2, 14; 2, 2): Max: 15; Mean: 15; Variance: 0; Size: 108; Time: 13.8565 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 108 ; iter: 0x65f080;
Z(2, 15; 2, 2): Max: 16; Mean: 16; Variance: 0; Size: 108; Time: 14.4118 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 108 ; iter: 0x65f080;
Z(2, 16; 2, 2): Max: 17; Mean: 17; Variance: 0; Size: 108; Time: 15.0118 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 108 ; iter: 0x65f080;
Z(2, 17; 2, 2): Max: 18; Mean: 18; Variance: 0; Size: 108; Time: 15.7626 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 108 ; iter: 0x65f080;
Z(2, 18; 2, 2): Max: 19; Mean: 19; Variance: 0; Size: 108; Time: 14.5365 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 108 ; iter: 0x65f080;
Z(2, 19; 2, 2): Max: 20; Mean: 20; Variance: 0; Size: 108; Time: 15.2041 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 108 ; iter: 0x65f080;
Z(2, 20; 2, 2): Max: 21; Mean: 21; Variance: 0; Size: 108; Time: 15.9716 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 108 ; iter: 0x65f080;
Z(2, 21; 2, 2): Max: 22; Mean: 22; Variance: 0; Size: 108; Time: 17.2158 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 108 ; iter: 0x65f080;
Z(2, 22; 2, 2): Max: 23; Mean: 23; Variance: 0; Size: 108; Time: 15.772 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 108 ; iter: 0x65f080;
Z(2, 23; 2, 2): Max: 24; Mean: 24; Variance: 0; Size: 108; Time: 16.2849 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 108 ; iter: 0x65f080;
Z(2, 24; 2, 2): Max: 25; Mean: 25; Variance: 0; Size: 108; Time: 17.2627 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 108 ; iter: 0x65f080;
Z(2, 25; 2, 2): Max: 26; Mean: 26; Variance: 0; Size: 108; Time: 18.5967 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 108 ; iter: 0x65f080;
Z(2, 26; 2, 2): Max: 27; Mean: 27; Variance: 0; Size: 108; Time: 16.6187 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 108 ; iter: 0x65f080;
Z(2, 27; 2, 2): Max: 28; Mean: 28; Variance: 0; Size: 108; Time: 17.6123 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 108 ; iter: 0x65f080;
Z(2, 28; 2, 2): Max: 29; Mean: 29; Variance: 0; Size: 108; Time: 18.6239 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 108 ; iter: 0x65f080;
Z(2, 29; 2, 2): Max: 30; Mean: 30; Variance: 0; Size: 108; Time: 19.9254 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 108 ; iter: 0x65f080;
Z(2, 30; 2, 2): Max: 31; Mean: 31; Variance: 0; Size: 108; Time: 17.5007 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 108 ; iter: 0x65f080;
Z(2, 31; 2, 2): Max: 32; Mean: 32; Variance: 0; Size: 108; Time: 19.2413 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 108 ; iter: 0x65f080;
Z(2, 32; 2, 2): Max: 33; Mean: 33; Variance: 0; Size: 108; Time: 20.0945 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 108 ; iter: 0x65f080;
Z(2, 33; 2, 2): Max: 34; Mean: 34; Variance: 0; Size: 108; Time: 22.2829 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 108 ; iter: 0x65f080;
Z(2, 34; 2, 2): Max: 35; Mean: 35; Variance: 0; Size: 108; Time: 19.0351 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 108 ; iter: 0x65f080;
Z(2, 35; 2, 2): Max: 36; Mean: 36; Variance: 0; Size: 108; Time: 20.4047 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 108 ; iter: 0x65f080;
Z(2, 36; 2, 2): Max: 37; Mean: 37; Variance: 0; Size: 108; Time: 21.2558 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 108 ; iter: 0x65f080;
Z(2, 37; 2, 2): Max: 38; Mean: 38; Variance: 0; Size: 108; Time: 24.0222 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 108 ; iter: 0x65f080;
Z(2, 38; 2, 2): Max: 39; Mean: 39; Variance: 0; Size: 108; Time: 21.0217 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 108 ; iter: 0x65f080;
Z(2, 39; 2, 2): Max: 40; Mean: 40; Variance: 0; Size: 108; Time: 22.0086 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 108 ; iter: 0x65f080;
Z(2, 40; 2, 2): Max: 41; Mean: 41; Variance: 0; Size: 108; Time: 23.5557 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 108 ; iter: 0x65f080;
Z(3, 3; 2, 2): Max: 6; Mean: 5.92593; Variance: 0.0685871; Size: 108; Time: 13.209 ms; Top5_Histogram_(relative_to_max): 0 0 0 8 100 ; iter: 0x65f080;
Z(3, 4; 2, 2): Max: 7; Mean: 6.54861; Variance: 0.247637; Size: 144; Time: 13.2409 ms; Top5_Histogram_(relative_to_max): 0 0 0 65 79 ; iter: 0x65f080;
Z(3, 5; 2, 2): Max: 8; Mean: 7.78472; Variance: 0.168933; Size: 144; Time: 13.8466 ms; Top5_Histogram_(relative_to_max): 0 0 0 31 113 ; iter: 0x65f080;
Z(3, 6; 2, 2): Max: 9; Mean: 8.90972; Variance: 0.0821277; Size: 144; Time: 14.3038 ms; Top5_Histogram_(relative_to_max): 0 0 0 13 131 ; iter: 0x65f080;
Z(3, 7; 2, 2): Max: 10; Mean: 9.95139; Variance: 0.0462481; Size: 144; Time: 15.3835 ms; Top5_Histogram_(relative_to_max): 0 0 0 7 137 ; iter: 0x65f080;
Z(3, 8; 2, 2): Max: 11; Mean: 10.5903; Variance: 0.24185; Size: 144; Time: 14.2642 ms; Top5_Histogram_(relative_to_max): 0 0 0 59 85 ; iter: 0x65f080;
Z(3, 9; 2, 2): Max: 12; Mean: 11.8403; Variance: 0.134211; Size: 144; Time: 15.1212 ms; Top5_Histogram_(relative_to_max): 0 0 0 23 121 ; iter: 0x65f080;
Z(3, 10; 2, 2): Max: 13; Mean: 12.8889; Variance: 0.0987654; Size: 144; Time: 16.1174 ms; Top5_Histogram_(relative_to_max): 0 0 0 16 128 ; iter: 0x65f080;
Z(3, 11; 2, 2): Max: 14; Mean: 13.9722; Variance: 0.0270062; Size: 144; Time: 17.8278 ms; Top5_Histogram_(relative_to_max): 0 0 0 4 140 ; iter: 0x65f080;
Z(3, 12; 2, 2): Max: 15; Mean: 14.7431; Variance: 0.190924; Size: 144; Time: 15.8968 ms; Top5_Histogram_(relative_to_max): 0 0 0 37 107 ; iter: 0x65f080;
Z(3, 13; 2, 2): Max: 16; Mean: 15.8889; Variance: 0.0987654; Size: 144; Time: 16.772 ms; Top5_Histogram_(relative_to_max): 0 0 0 16 128 ; iter: 0x65f080;
Z(3, 14; 2, 2): Max: 17; Mean: 16.9722; Variance: 0.0270062; Size: 144; Time: 18.3653 ms; Top5_Histogram_(relative_to_max): 0 0 0 4 140 ; iter: 0x65f080;
Z(3, 15; 2, 2): Max: 18; Mean: 18; Variance: 0; Size: 144; Time: 19.8534 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 144 ; iter: 0x65f080;
Z(3, 16; 2, 2): Max: 19; Mean: 18.9722; Variance: 0.0270062; Size: 144; Time: 17.6222 ms; Top5_Histogram_(relative_to_max): 0 0 0 4 140 ; iter: 0x65f080;
Z(3, 17; 2, 2): Max: 20; Mean: 19.9097; Variance: 0.0821277; Size: 144; Time: 18.8747 ms; Top5_Histogram_(relative_to_max): 0 0 0 13 131 ; iter: 0x65f080;
Z(3, 18; 2, 2): Max: 21; Mean: 20.9722; Variance: 0.0270062; Size: 144; Time: 20.5378 ms; Top5_Histogram_(relative_to_max): 0 0 0 4 140 ; iter: 0x65f080;
Z(3, 19; 2, 2): Max: 22; Mean: 22; Variance: 0; Size: 144; Time: 23.3021 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 144 ; iter: 0x65f080;
Z(3, 20; 2, 2): Max: 23; Mean: 22.9792; Variance: 0.0203993; Size: 144; Time: 19.8225 ms; Top5_Histogram_(relative_to_max): 0 0 0 3 141 ; iter: 0x65f080;
Z(3, 21; 2, 2): Max: 24; Mean: 23.8611; Variance: 0.119599; Size: 144; Time: 20.9937 ms; Top5_Histogram_(relative_to_max): 0 0 0 20 124 ; iter: 0x65f080;
Z(3, 22; 2, 2): Max: 25; Mean: 24.9653; Variance: 0.0335166; Size: 144; Time: 22.6471 ms; Top5_Histogram_(relative_to_max): 0 0 0 5 139 ; iter: 0x65f080;
Z(3, 23; 2, 2): Max: 26; Mean: 26; Variance: 0; Size: 144; Time: 24.5907 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 144 ; iter: 0x65f080;
Z(3, 24; 2, 2): Max: 27; Mean: 27; Variance: 0; Size: 144; Time: 21.6185 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 144 ; iter: 0x65f080;
Z(3, 25; 2, 2): Max: 28; Mean: 28; Variance: 0; Size: 144; Time: 22.7202 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 144 ; iter: 0x65f080;
Z(3, 26; 2, 2): Max: 29; Mean: 28.9375; Variance: 0.0585937; Size: 144; Time: 24.9518 ms; Top5_Histogram_(relative_to_max): 0 0 0 9 135 ; iter: 0x65f080;
Z(3, 27; 2, 2): Max: 30; Mean: 29.9861; Variance: 0.013696; Size: 144; Time: 27.3693 ms; Top5_Histogram_(relative_to_max): 0 0 0 2 142 ; iter: 0x65f080;
Z(3, 28; 2, 2): Max: 31; Mean: 30.8125; Variance: 0.152344; Size: 144; Time: 23.7362 ms; Top5_Histogram_(relative_to_max): 0 0 0 27 117 ; iter: 0x65f080;
Z(3, 29; 2, 2): Max: 32; Mean: 31.8819; Variance: 0.104118; Size: 144; Time: 25.236 ms; Top5_Histogram_(relative_to_max): 0 0 0 17 127 ; iter: 0x65f080;
Z(3, 30; 2, 2): Max: 33; Mean: 32.9583; Variance: 0.0399306; Size: 144; Time: 27.3873 ms; Top5_Histogram_(relative_to_max): 0 0 0 6 138 ; iter: 0x65f080;
Z(3, 31; 2, 2): Max: 34; Mean: 33.9861; Variance: 0.013696; Size: 144; Time: 30.1391 ms; Top5_Histogram_(relative_to_max): 0 0 0 2 142 ; iter: 0x65f080;
Z(3, 32; 2, 2): Max: 35; Mean: 34.8194; Variance: 0.147955; Size: 144; Time: 25.0964 ms; Top5_Histogram_(relative_to_max): 0 0 0 26 118 ; iter: 0x65f080;
Z(3, 33; 2, 2): Max: 36; Mean: 35.8889; Variance: 0.0987654; Size: 144; Time: 27.1695 ms; Top5_Histogram_(relative_to_max): 0 0 0 16 128 ; iter: 0x65f080;
Z(3, 34; 2, 2): Max: 37; Mean: 36.9792; Variance: 0.0203993; Size: 144; Time: 29.5319 ms; Top5_Histogram_(relative_to_max): 0 0 0 3 141 ; iter: 0x65f080;
Z(3, 35; 2, 2): Max: 38; Mean: 38; Variance: 0; Size: 144; Time: 33.2525 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 144 ; iter: 0x65f080;
Z(3, 36; 2, 2): Max: 39; Mean: 39; Variance: 0; Size: 144; Time: 28.1641 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 144 ; iter: 0x65f080;
Z(3, 37; 2, 2): Max: 40; Mean: 40; Variance: 0; Size: 144; Time: 30.3752 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 144 ; iter: 0x65f080;
Z(3, 38; 2, 2): Max: 41; Mean: 41; Variance: 0; Size: 144; Time: 33.3402 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 144 ; iter: 0x65f080;
Z(3, 39; 2, 2): Max: 42; Mean: 42; Variance: 0; Size: 144; Time: 37.2538 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 144 ; iter: 0x65f080;
Z(3, 40; 2, 2): Max: 43; Mean: 43; Variance: 0; Size: 144; Time: 30.9114 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 144 ; iter: 0x65f080;
Z(4, 4; 2, 2): Max: 9; Mean: 8.63194; Variance: 0.357591; Size: 144; Time: 14.8353 ms; Top5_Histogram_(relative_to_max): 0 0 9 35 100 ; iter: 0x65f080;
Z(4, 5; 2, 2): Max: 10; Mean: 9.87222; Variance: 0.122562; Size: 180; Time: 16.033 ms; Top5_Histogram_(relative_to_max): 0 0 1 21 158 ; iter: 0x65f080;
Z(4, 6; 2, 2): Max: 12; Mean: 11.5; Variance: 0.25; Size: 180; Time: 18.9002 ms; Top5_Histogram_(relative_to_max): 0 0 0 90 90 ; iter: 0x65f080;
Z(4, 7; 2, 2): Max: 13; Mean: 12.3125; Variance: 0.798177; Size: 144; Time: 15.417 ms; Top5_Histogram_(relative_to_max): 0 13 3 54 74 ; iter: 0x65f080;
Z(4, 8; 2, 2): Max: 14; Mean: 13.3333; Variance: 0.244444; Size: 180; Time: 17.3785 ms; Top5_Histogram_(relative_to_max): 0 0 2 116 62 ; iter: 0x65f080;
Z(4, 9; 2, 2): Max: 15; Mean: 14.5389; Variance: 0.248488; Size: 180; Time: 18.8592 ms; Top5_Histogram_(relative_to_max): 0 0 0 83 97 ; iter: 0x65f080;
Z(4, 10; 2, 2): Max: 16; Mean: 15.7389; Variance: 0.192932; Size: 180; Time: 21.0243 ms; Top5_Histogram_(relative_to_max): 0 0 0 47 133 ; iter: 0x65f080;
Z(4, 11; 2, 2): Max: 17; Mean: 16.2278; Variance: 0.375895; Size: 180; Time: 18.4269 ms; Top5_Histogram_(relative_to_max): 0 6 0 121 53 ; iter: 0x65f080;
Z(4, 12; 2, 2): Max: 18; Mean: 17.4944; Variance: 0.283302; Size: 180; Time: 19.2516 ms; Top5_Histogram_(relative_to_max): 0 1 0 88 91 ; iter: 0x65f080;
Z(4, 13; 2, 2): Max: 19; Mean: 18.35; Variance: 0.238611; Size: 180; Time: 23.1424 ms; Top5_Histogram_(relative_to_max): 0 0 1 115 64 ; iter: 0x65f080;
Z(4, 14; 2, 2): Max: 20; Mean: 19.4556; Variance: 0.30358; Size: 180; Time: 29.1762 ms; Top5_Histogram_(relative_to_max): 0 0 5 88 87 ; iter: 0x65f080;
Z(4, 15; 2, 2): Max: 21; Mean: 20.3111; Variance: 0.347654; Size: 180; Time: 21.3559 ms; Top5_Histogram_(relative_to_max): 0 4 0 112 64 ; iter: 0x65f080;
Z(4, 16; 2, 2): Max: 22; Mean: 21.3611; Variance: 0.297377; Size: 180; Time: 24.3507 ms; Top5_Histogram_(relative_to_max): 0 2 0 109 69 ; iter: 0x65f080;
Z(4, 17; 2, 2): Max: 23; Mean: 22.4111; Variance: 0.25321; Size: 180; Time: 29.9688 ms; Top5_Histogram_(relative_to_max): 0 0 1 104 75 ; iter: 0x65f080;
Z(4, 18; 2, 2): Max: 24; Mean: 23.6722; Variance: 0.22034; Size: 180; Time: 39.1316 ms; Top5_Histogram_(relative_to_max): 0 0 0 59 121 ; iter: 0x65f080;
Z(4, 19; 2, 2): Max: 25; Mean: 24.4056; Variance: 0.274414; Size: 180; Time: 24.4567 ms; Top5_Histogram_(relative_to_max): 0 1 0 104 75 ; iter: 0x65f080;
Z(4, 20; 2, 2): Max: 26; Mean: 25.4667; Variance: 0.248889; Size: 180; Time: 33.7844 ms; Top5_Histogram_(relative_to_max): 0 0 0 96 84 ; iter: 0x65f080;
