Z(2, 2; 2, 2): Max: 3; Mean: 3; Variance: 0; Size: 4; Time: 7.709 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 4 ; iter: 0x65f080;
Z(4, 14; 2, 2): Max: 20; Mean: 20; Variance: 0; Size: 8; Time: 9.0005 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 8 ; iter: 0x65f080;
Z(4, 15; 2, 2): Max: 21; Mean: 21; Variance: 0; Size: 8; Time: 8.0018 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 8 ; iter: 0x65f080;
Z(4, 16; 2, 2): Max: 22; Mean: 21.5; Variance: 0.25; Size: 8; Time: 7.9959 ms; Top5_Histogram_(relative_to_max): 0 0 0 4 4 ; iter: 0x65f080;
Z(4, 17; 2, 2): Max: 23; Mean: 23; Variance: 0; Size: 8; Time: 7.8137 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 8 ; iter: 0x65f080;
Z(4, 18; 2, 2): Max: 24; Mean: 24; Variance: 0; Size: 8; Time: 7.836 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 8 ; iter: 0x65f080;
Z(4, 19; 2, 2): Max: 25; Mean: 25; Variance: 0; Size: 8; Time: 7.7912 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 8 ; iter: 0x65f080;
Z(4, 20; 2, 2): Max: 26; Mean: 26; Variance: 0; Size: 8; Time: 7.6431 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 8 ; iter: 0x65f080;
Z(4, 21; 2, 2): Max: 27; Mean: 27; Variance: 0; Size: 8; Time: 7.5598 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 8 ; iter: 0x65f080;
Z(4, 22; 2, 2): Max: 28; Mean: 28; Variance: 0; Size: 8; Time: 8.1055 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 8 ; iter: 0x65f080;
Z(4, 23; 2, 2): Max: 29; Mean: 29; Variance: 0; Size: 8; Time: 7.549 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 8 ; iter: 0x65f080;
Z(4, 24; 2, 2): Max: 30; Mean: 29.5; Variance: 0.25; Size: 8; Time: 7.5121 ms; Top5_Histogram_(relative_to_max): 0 0 0 4 4 ; iter: 0x65f080;
Z(4, 25; 2, 2): Max: 31; Mean: 31; Variance: 0; Size: 8; Time: 7.6044 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 8 ; iter: 0x65f080;
Z(4, 26; 2, 2): Max: 32; Mean: 32; Variance: 0; Size: 8; Time: 7.9338 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 8 ; iter: 0x65f080;
Z(4, 27; 2, 2): Max: 33; Mean: 33; Variance: 0; Size: 8; Time: 7.4356 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 8 ; iter: 0x65f080;
Z(4, 28; 2, 2): Max: 34; Mean: 34; Variance: 0; Size: 8; Time: 7.5279 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 8 ; iter: 0x65f080;
Z(4, 29; 2, 2): Max: 35; Mean: 35; Variance: 0; Size: 8; Time: 7.7446 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 8 ; iter: 0x65f080;
Z(4, 30; 2, 2): Max: 36; Mean: 36; Variance: 0; Size: 8; Time: 8.1128 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 8 ; iter: 0x65f080;
Z(4, 31; 2, 2): Max: 37; Mean: 37; Variance: 0; Size: 8; Time: 7.5424 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 8 ; iter: 0x65f080;
Z(4, 32; 2, 2): Max: 38; Mean: 38; Variance: 0; Size: 8; Time: 7.6856 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 8 ; iter: 0x65f080;
Z(4, 33; 2, 2): Max: 39; Mean: 39; Variance: 0; Size: 8; Time: 8.1184 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 8 ; iter: 0x65f080;
Z(4, 34; 2, 2): Max: 40; Mean: 40; Variance: 0; Size: 8; Time: 8.4378 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 8 ; iter: 0x65f080;
Z(4, 35; 2, 2): Max: 41; Mean: 41; Variance: 0; Size: 8; Time: 9.7671 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 8 ; iter: 0x65f080;
Z(4, 36; 2, 2): Max: 42; Mean: 42; Variance: 0; Size: 8; Time: 7.9153 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 8 ; iter: 0x65f080;
Z(4, 37; 2, 2): Max: 43; Mean: 43; Variance: 0; Size: 8; Time: 8.0731 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 8 ; iter: 0x65f080;
Z(4, 38; 2, 2): Max: 44; Mean: 44; Variance: 0; Size: 8; Time: 8.57 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 8 ; iter: 0x65f080;
Z(4, 39; 2, 2): Max: 45; Mean: 45; Variance: 0; Size: 8; Time: 7.633 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 8 ; iter: 0x65f080;
Z(4, 40; 2, 2): Max: 46; Mean: 46; Variance: 0; Size: 8; Time: 7.8805 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 8 ; iter: 0x65f080;
Z(5, 5; 2, 2): Max: 12; Mean: 11.875; Variance: 0.109375; Size: 8; Time: 7.2886 ms; Top5_Histogram_(relative_to_max): 0 0 0 1 7 ; iter: 0x65f080;
Z(5, 6; 2, 2): Max: 14; Mean: 14; Variance: 0; Size: 8; Time: 7.3851 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 8 ; iter: 0x65f080;
Z(5, 7; 2, 2): Max: 15; Mean: 14.875; Variance: 0.109375; Size: 8; Time: 7.182 ms; Top5_Histogram_(relative_to_max): 0 0 0 1 7 ; iter: 0x65f080;
Z(5, 8; 2, 2): Max: 17; Mean: 16.5; Variance: 0.5; Size: 8; Time: 7.2661 ms; Top5_Histogram_(relative_to_max): 0 0 1 2 5 ; iter: 0x65f080;
Z(5, 9; 2, 2): Max: 18; Mean: 18; Variance: 0; Size: 8; Time: 7.3779 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 8 ; iter: 0x65f080;
Z(5, 10; 2, 2): Max: 20; Mean: 19.375; Variance: 0.234375; Size: 8; Time: 7.5505 ms; Top5_Histogram_(relative_to_max): 0 0 0 5 3 ; iter: 0x65f080;
Z(5, 11; 2, 2): Max: 21; Mean: 20.375; Variance: 0.234375; Size: 8; Time: 7.3402 ms; Top5_Histogram_(relative_to_max): 0 0 0 5 3 ; iter: 0x65f080;
Z(5, 12; 2, 2): Max: 22; Mean: 22; Variance: 0; Size: 8; Time: 7.4271 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 8 ; iter: 0x65f080;
Z(5, 13; 2, 2): Max: 23; Mean: 23; Variance: 0; Size: 8; Time: 7.6274 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 8 ; iter: 0x65f080;
Z(5, 14; 2, 2): Max: 24; Mean: 23.875; Variance: 0.109375; Size: 8; Time: 8.1057 ms; Top5_Histogram_(relative_to_max): 0 0 0 1 7 ; iter: 0x65f080;
Z(5, 15; 2, 2): Max: 25; Mean: 24.5; Variance: 0.25; Size: 8; Time: 7.62 ms; Top5_Histogram_(relative_to_max): 0 0 0 4 4 ; iter: 0x65f080;
Z(5, 16; 2, 2): Max: 26; Mean: 26; Variance: 0; Size: 8; Time: 7.5464 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 8 ; iter: 0x65f080;
Z(5, 17; 2, 2): Max: 27; Mean: 27; Variance: 0; Size: 8; Time: 7.6428 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 8 ; iter: 0x65f080;
Z(5, 18; 2, 2): Max: 28; Mean: 28; Variance: 0; Size: 8; Time: 8.6179 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 8 ; iter: 0x65f080;
Z(5, 19; 2, 2): Max: 29; Mean: 28.875; Variance: 0.109375; Size: 8; Time: 7.6481 ms; Top5_Histogram_(relative_to_max): 0 0 0 1 7 ; iter: 0x65f080;
Z(5, 20; 2, 2): Max: 30; Mean: 30; Variance: 0; Size: 8; Time: 7.6638 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 8 ; iter: 0x65f080;
Z(5, 21; 2, 2): Max: 31; Mean: 30.875; Variance: 0.109375; Size: 8; Time: 7.5198 ms; Top5_Histogram_(relative_to_max): 0 0 0 1 7 ; iter: 0x65f080;
Z(5, 22; 2, 2): Max: 32; Mean: 31.875; Variance: 0.109375; Size: 8; Time: 8.1725 ms; Top5_Histogram_(relative_to_max): 0 0 0 1 7 ; iter: 0x65f080;
Z(5, 23; 2, 2): Max: 33; Mean: 32.625; Variance: 0.234375; Size: 8; Time: 7.5885 ms; Top5_Histogram_(relative_to_max): 0 0 0 3 5 ; iter: 0x65f080;
Z(5, 24; 2, 2): Max: 34; Mean: 33.5; Variance: 0.25; Size: 8; Time: 7.5216 ms; Top5_Histogram_(relative_to_max): 0 0 0 4 4 ; iter: 0x65f080;
Z(5, 25; 2, 2): Max: 35; Mean: 35; Variance: 0; Size: 8; Time: 7.7273 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 8 ; iter: 0x65f080;
Z(5, 26; 2, 2): Max: 36; Mean: 35.875; Variance: 0.109375; Size: 8; Time: 7.9035 ms; Top5_Histogram_(relative_to_max): 0 0 0 1 7 ; iter: 0x65f080;
Z(5, 27; 2, 2): Max: 37; Mean: 36.75; Variance: 0.1875; Size: 8; Time: 7.5218 ms; Top5_Histogram_(relative_to_max): 0 0 0 2 6 ; iter: 0x65f080;
Z(5, 28; 2, 2): Max: 38; Mean: 37.875; Variance: 0.109375; Size: 8; Time: 7.5695 ms; Top5_Histogram_(relative_to_max): 0 0 0 1 7 ; iter: 0x65f080;
Z(5, 29; 2, 2): Max: 39; Mean: 39; Variance: 0; Size: 8; Time: 7.8177 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 8 ; iter: 0x65f080;
Z(5, 30; 2, 2): Max: 40; Mean: 40; Variance: 0; Size: 8; Time: 8.1393 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 8 ; iter: 0x65f080;
Z(5, 31; 2, 2): Max: 41; Mean: 41; Variance: 0; Size: 8; Time: 7.7395 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 8 ; iter: 0x65f080;
Z(5, 32; 2, 2): Max: 42; Mean: 41.75; Variance: 0.1875; Size: 8; Time: 7.6782 ms; Top5_Histogram_(relative_to_max): 0 0 0 2 6 ; iter: 0x65f080;
Z(5, 33; 2, 2): Max: 43; Mean: 43; Variance: 0; Size: 8; Time: 8.6463 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 8 ; iter: 0x65f080;
Z(5, 34; 2, 2): Max: 44; Mean: 44; Variance: 0; Size: 8; Time: 8.6743 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 8 ; iter: 0x65f080;
Z(5, 35; 2, 2): Max: 45; Mean: 45; Variance: 0; Size: 8; Time: 7.9278 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 8 ; iter: 0x65f080;
Z(5, 36; 2, 2): Max: 46; Mean: 45.5; Variance: 0.25; Size: 8; Time: 7.976 ms; Top5_Histogram_(relative_to_max): 0 0 0 4 4 ; iter: 0x65f080;
Z(5, 37; 2, 2): Max: 47; Mean: 47; Variance: 0; Size: 8; Time: 8.0867 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 8 ; iter: 0x65f080;
Z(5, 38; 2, 2): Max: 48; Mean: 48; Variance: 0; Size: 8; Time: 8.7025 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 8 ; iter: 0x65f080;
