Z(2, 2; 2, 2): Max: 3; Mean: 3; Variance: 0; Size: 4; Time: 8.7546 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 4 ; iter: 0x65f080;
Z(2, 3; 2, 2): Max: 4; Mean: 4; Variance: 0; Size: 4; Time: 8.1466 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 4 ; iter: 0x65f080;
Z(2, 4; 2, 2): Max: 5; Mean: 5; Variance: 0; Size: 4; Time: 7.8133 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 4 ; iter: 0x65f080;
Z(2, 5; 2, 2): Max: 6; Mean: 6; Variance: 0; Size: 4; Time: 7.5791 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 4 ; iter: 0x65f080;
Z(2, 6; 2, 2): Max: 7; Mean: 7; Variance: 0; Size: 4; Time: 7.5372 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 4 ; iter: 0x65f080;
Z(2, 7; 2, 2): Max: 8; Mean: 8; Variance: 0; Size: 4; Time: 7.6063 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 4 ; iter: 0x65f080;
Z(2, 8; 2, 2): Max: 9; Mean: 9; Variance: 0; Size: 4; Time: 7.7959 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 4 ; iter: 0x65f080;
Z(2, 9; 2, 2): Max: 10; Mean: 10; Variance: 0; Size: 4; Time: 7.631 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 4 ; iter: 0x65f080;
Z(2, 10; 2, 2): Max: 11; Mean: 11; Variance: 0; Size: 4; Time: 7.6341 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 4 ; iter: 0x65f080;
Z(2, 11; 2, 2): Max: 12; Mean: 12; Variance: 0; Size: 4; Time: 7.5752 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 4 ; iter: 0x65f080;
Z(2, 12; 2, 2): Max: 13; Mean: 13; Variance: 0; Size: 4; Time: 7.6994 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 4 ; iter: 0x65f080;
Z(2, 13; 2, 2): Max: 14; Mean: 14; Variance: 0; Size: 4; Time: 7.6892 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 4 ; iter: 0x65f080;
Z(2, 14; 2, 2): Max: 15; Mean: 15; Variance: 0; Size: 4; Time: 7.6231 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 4 ; iter: 0x65f080;
Z(2, 15; 2, 2): Max: 16; Mean: 16; Variance: 0; Size: 4; Time: 7.8025 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 4 ; iter: 0x65f080;
Z(2, 16; 2, 2): Max: 17; Mean: 17; Variance: 0; Size: 4; Time: 8.1983 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 4 ; iter: 0x65f080;
Z(2, 17; 2, 2): Max: 18; Mean: 18; Variance: 0; Size: 4; Time: 7.9286 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 4 ; iter: 0x65f080;
Z(2, 18; 2, 2): Max: 19; Mean: 19; Variance: 0; Size: 4; Time: 7.6827 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 4 ; iter: 0x65f080;
Z(2, 19; 2, 2): Max: 20; Mean: 20; Variance: 0; Size: 4; Time: 7.6846 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 4 ; iter: 0x65f080;
Z(2, 20; 2, 2): Max: 21; Mean: 21; Variance: 0; Size: 4; Time: 7.7565 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 4 ; iter: 0x65f080;
Z(2, 21; 2, 2): Max: 22; Mean: 22; Variance: 0; Size: 4; Time: 7.9835 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 4 ; iter: 0x65f080;
Z(2, 22; 2, 2): Max: 23; Mean: 23; Variance: 0; Size: 4; Time: 7.7028 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 4 ; iter: 0x65f080;
Z(2, 23; 2, 2): Max: 24; Mean: 24; Variance: 0; Size: 4; Time: 7.7785 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 4 ; iter: 0x65f080;
Z(2, 24; 2, 2): Max: 25; Mean: 25; Variance: 0; Size: 4; Time: 7.8634 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 4 ; iter: 0x65f080;
Z(2, 25; 2, 2): Max: 26; Mean: 26; Variance: 0; Size: 4; Time: 8.0864 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 4 ; iter: 0x65f080;
Z(2, 26; 2, 2): Max: 27; Mean: 27; Variance: 0; Size: 4; Time: 7.6555 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 4 ; iter: 0x65f080;
Z(2, 27; 2, 2): Max: 28; Mean: 28; Variance: 0; Size: 4; Time: 7.8037 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 4 ; iter: 0x65f080;
Z(2, 28; 2, 2): Max: 29; Mean: 29; Variance: 0; Size: 4; Time: 7.9356 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 4 ; iter: 0x65f080;
Z(2, 29; 2, 2): Max: 30; Mean: 30; Variance: 0; Size: 4; Time: 8.5752 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 4 ; iter: 0x65f080;
Z(2, 30; 2, 2): Max: 31; Mean: 31; Variance: 0; Size: 4; Time: 8.1746 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 4 ; iter: 0x65f080;
Z(2, 31; 2, 2): Max: 32; Mean: 32; Variance: 0; Size: 4; Time: 7.8491 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 4 ; iter: 0x65f080;
Z(2, 32; 2, 2): Max: 33; Mean: 33; Variance: 0; Size: 4; Time: 8.1207 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 4 ; iter: 0x65f080;
Z(2, 33; 2, 2): Max: 34; Mean: 34; Variance: 0; Size: 4; Time: 9.0151 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 4 ; iter: 0x65f080;
Z(2, 34; 2, 2): Max: 35; Mean: 35; Variance: 0; Size: 4; Time: 8.3045 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 4 ; iter: 0x65f080;
Z(2, 35; 2, 2): Max: 36; Mean: 36; Variance: 0; Size: 4; Time: 7.9765 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 4 ; iter: 0x65f080;
Z(2, 36; 2, 2): Max: 37; Mean: 37; Variance: 0; Size: 4; Time: 9.0368 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 4 ; iter: 0x65f080;
Z(2, 37; 2, 2): Max: 38; Mean: 38; Variance: 0; Size: 4; Time: 9.1126 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 4 ; iter: 0x65f080;
Z(2, 38; 2, 2): Max: 39; Mean: 39; Variance: 0; Size: 4; Time: 7.8583 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 4 ; iter: 0x65f080;
Z(2, 39; 2, 2): Max: 40; Mean: 40; Variance: 0; Size: 4; Time: 7.9881 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 4 ; iter: 0x65f080;
Z(2, 40; 2, 2): Max: 41; Mean: 41; Variance: 0; Size: 4; Time: 8.298 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 4 ; iter: 0x65f080;
Z(3, 3; 2, 2): Max: 6; Mean: 6; Variance: 0; Size: 8; Time: 7.7214 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 8 ; iter: 0x65f080;
Z(3, 4; 2, 2): Max: 7; Mean: 6.75; Variance: 0.1875; Size: 8; Time: 7.7325 ms; Top5_Histogram_(relative_to_max): 0 0 0 2 6 ; iter: 0x65f080;
Z(3, 5; 2, 2): Max: 8; Mean: 8; Variance: 0; Size: 8; Time: 7.7655 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 8 ; iter: 0x65f080;
Z(3, 6; 2, 2): Max: 9; Mean: 9; Variance: 0; Size: 8; Time: 7.8401 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 8 ; iter: 0x65f080;
Z(3, 7; 2, 2): Max: 10; Mean: 9.5; Variance: 0.25; Size: 8; Time: 7.8198 ms; Top5_Histogram_(relative_to_max): 0 0 0 4 4 ; iter: 0x65f080;
Z(3, 8; 2, 2): Max: 11; Mean: 10.25; Variance: 0.1875; Size: 8; Time: 7.7172 ms; Top5_Histogram_(relative_to_max): 0 0 0 6 2 ; iter: 0x65f080;
Z(3, 9; 2, 2): Max: 12; Mean: 11.5; Variance: 0.25; Size: 8; Time: 8.8848 ms; Top5_Histogram_(relative_to_max): 0 0 0 4 4 ; iter: 0x65f080;
Z(3, 10; 2, 2): Max: 13; Mean: 12.5; Variance: 0.25; Size: 8; Time: 8.6316 ms; Top5_Histogram_(relative_to_max): 0 0 0 4 4 ; iter: 0x65f080;
Z(3, 11; 2, 2): Max: 14; Mean: 13.5; Variance: 0.25; Size: 8; Time: 8.2451 ms; Top5_Histogram_(relative_to_max): 0 0 0 4 4 ; iter: 0x65f080;
Z(3, 12; 2, 2): Max: 15; Mean: 14.5; Variance: 0.25; Size: 8; Time: 8.1163 ms; Top5_Histogram_(relative_to_max): 0 0 0 4 4 ; iter: 0x65f080;
Z(3, 13; 2, 2): Max: 16; Mean: 15.5; Variance: 0.25; Size: 8; Time: 8.1815 ms; Top5_Histogram_(relative_to_max): 0 0 0 4 4 ; iter: 0x65f080;
Z(3, 14; 2, 2): Max: 17; Mean: 16.5; Variance: 0.25; Size: 8; Time: 8.317 ms; Top5_Histogram_(relative_to_max): 0 0 0 4 4 ; iter: 0x65f080;
Z(3, 15; 2, 2): Max: 18; Mean: 17.5; Variance: 0.25; Size: 8; Time: 8.7717 ms; Top5_Histogram_(relative_to_max): 0 0 0 4 4 ; iter: 0x65f080;
Z(3, 16; 2, 2): Max: 19; Mean: 18.5; Variance: 0.25; Size: 8; Time: 8.8961 ms; Top5_Histogram_(relative_to_max): 0 0 0 4 4 ; iter: 0x65f080;
Z(3, 17; 2, 2): Max: 20; Mean: 19.5; Variance: 0.25; Size: 8; Time: 9.1439 ms; Top5_Histogram_(relative_to_max): 0 0 0 4 4 ; iter: 0x65f080;
Z(3, 18; 2, 2): Max: 21; Mean: 20.5; Variance: 0.25; Size: 8; Time: 9.3868 ms; Top5_Histogram_(relative_to_max): 0 0 0 4 4 ; iter: 0x65f080;
Z(3, 19; 2, 2): Max: 22; Mean: 21.5; Variance: 0.25; Size: 8; Time: 8.9771 ms; Top5_Histogram_(relative_to_max): 0 0 0 4 4 ; iter: 0x65f080;
Z(3, 20; 2, 2): Max: 23; Mean: 22.5; Variance: 0.25; Size: 8; Time: 8.2965 ms; Top5_Histogram_(relative_to_max): 0 0 0 4 4 ; iter: 0x65f080;
Z(3, 21; 2, 2): Max: 24; Mean: 23.5; Variance: 0.25; Size: 8; Time: 8.9206 ms; Top5_Histogram_(relative_to_max): 0 0 0 4 4 ; iter: 0x65f080;
Z(3, 22; 2, 2): Max: 25; Mean: 24.5; Variance: 0.25; Size: 8; Time: 8.4807 ms; Top5_Histogram_(relative_to_max): 0 0 0 4 4 ; iter: 0x65f080;
Z(3, 23; 2, 2): Max: 26; Mean: 25.5; Variance: 0.25; Size: 8; Time: 8.6912 ms; Top5_Histogram_(relative_to_max): 0 0 0 4 4 ; iter: 0x65f080;
Z(3, 24; 2, 2): Max: 27; Mean: 26.5; Variance: 0.25; Size: 8; Time: 8.1002 ms; Top5_Histogram_(relative_to_max): 0 0 0 4 4 ; iter: 0x65f080;
Z(3, 25; 2, 2): Max: 28; Mean: 27.5; Variance: 0.25; Size: 8; Time: 8.1098 ms; Top5_Histogram_(relative_to_max): 0 0 0 4 4 ; iter: 0x65f080;
Z(3, 26; 2, 2): Max: 29; Mean: 28.5; Variance: 0.25; Size: 8; Time: 8.48 ms; Top5_Histogram_(relative_to_max): 0 0 0 4 4 ; iter: 0x65f080;
Z(3, 27; 2, 2): Max: 30; Mean: 29.5; Variance: 0.25; Size: 8; Time: 9.119 ms; Top5_Histogram_(relative_to_max): 0 0 0 4 4 ; iter: 0x65f080;
Z(3, 28; 2, 2): Max: 31; Mean: 30.5; Variance: 0.25; Size: 8; Time: 8.4491 ms; Top5_Histogram_(relative_to_max): 0 0 0 4 4 ; iter: 0x65f080;
